sample	well	mainsource	compound	time	od
R.S.3	A1	Carbon	Propionate	0.000	0.108
R.S.3	A1	Carbon	Propionate	0.320	0.108
R.S.3	A1	Carbon	Propionate	0.640	0.109
R.S.3	A1	Carbon	Propionate	0.961	0.109
R.S.3	A1	Carbon	Propionate	1.281	0.110
R.S.3	A1	Carbon	Propionate	1.601	0.110
R.S.3	A1	Carbon	Propionate	1.921	0.111
R.S.3	A1	Carbon	Propionate	2.241	0.112
R.S.3	A1	Carbon	Propionate	2.562	0.112
R.S.3	A1	Carbon	Propionate	2.882	0.113
R.S.3	A1	Carbon	Propionate	3.202	0.114
R.S.3	A1	Carbon	Propionate	3.522	0.115
R.S.3	A1	Carbon	Propionate	3.842	0.116
R.S.3	A1	Carbon	Propionate	4.163	0.116
R.S.3	A1	Carbon	Propionate	4.483	0.117
R.S.3	A1	Carbon	Propionate	4.803	0.118
R.S.3	A1	Carbon	Propionate	5.123	0.119
R.S.3	A1	Carbon	Propionate	5.443	0.120
R.S.3	A1	Carbon	Propionate	5.764	0.121
R.S.3	A1	Carbon	Propionate	6.084	0.122
R.S.3	A1	Carbon	Propionate	6.404	0.123
R.S.3	A1	Carbon	Propionate	6.724	0.124
R.S.3	A1	Carbon	Propionate	7.044	0.125
R.S.3	A1	Carbon	Propionate	7.365	0.127
R.S.3	A1	Carbon	Propionate	7.685	0.128
R.S.3	A1	Carbon	Propionate	8.005	0.129
R.S.3	A1	Carbon	Propionate	8.325	0.130
R.S.3	A1	Carbon	Propionate	8.645	0.131
R.S.3	A1	Carbon	Propionate	8.966	0.132
R.S.3	A1	Carbon	Propionate	9.286	0.134
R.S.3	A1	Carbon	Propionate	9.606	0.135
R.S.3	A1	Carbon	Propionate	9.926	0.136
R.S.3	A1	Carbon	Propionate	10.246	0.137
R.S.3	A1	Carbon	Propionate	10.567	0.139
R.S.3	A1	Carbon	Propionate	10.887	0.140
R.S.3	A1	Carbon	Propionate	11.207	0.141
R.S.3	A1	Carbon	Propionate	11.527	0.142
R.S.3	A1	Carbon	Propionate	11.847	0.144
R.S.3	A1	Carbon	Propionate	12.168	0.145
R.S.3	A1	Carbon	Propionate	12.488	0.146
R.S.3	A1	Carbon	Propionate	12.808	0.147
R.S.3	A1	Carbon	Propionate	13.128	0.148
R.S.3	A1	Carbon	Propionate	13.448	0.150
R.S.3	A1	Carbon	Propionate	13.769	0.151
R.S.3	A1	Carbon	Propionate	14.089	0.152
R.S.3	A1	Carbon	Propionate	14.409	0.153
R.S.3	A1	Carbon	Propionate	14.729	0.154
R.S.3	A1	Carbon	Propionate	15.049	0.155
R.S.3	A1	Carbon	Propionate	15.370	0.156
R.S.3	A1	Carbon	Propionate	15.690	0.157
R.S.3	A1	Carbon	Propionate	16.010	0.158
R.S.3	A1	Carbon	Propionate	16.330	0.159
R.S.3	A1	Carbon	Propionate	16.651	0.160
R.S.3	A1	Carbon	Propionate	16.971	0.161
R.S.3	A1	Carbon	Propionate	17.291	0.162
R.S.3	A1	Carbon	Propionate	17.611	0.163
R.S.3	A1	Carbon	Propionate	17.931	0.163
R.S.3	A1	Carbon	Propionate	18.252	0.164
R.S.3	A1	Carbon	Propionate	18.572	0.165
R.S.3	A1	Carbon	Propionate	18.892	0.166
R.S.3	A1	Carbon	Propionate	19.212	0.166
R.S.3	A1	Carbon	Propionate	19.532	0.167
R.S.3	A1	Carbon	Propionate	19.853	0.168
R.S.3	A1	Carbon	Propionate	20.173	0.168
R.S.3	A1	Carbon	Propionate	20.493	0.169
R.S.3	A1	Carbon	Propionate	20.813	0.170
R.S.3	A1	Carbon	Propionate	21.133	0.170
R.S.3	A1	Carbon	Propionate	21.454	0.171
R.S.3	A1	Carbon	Propionate	21.774	0.171
R.S.3	A1	Carbon	Propionate	22.094	0.172
R.S.3	A1	Carbon	Propionate	22.414	0.172
R.S.3	A1	Carbon	Propionate	22.734	0.173
R.S.3	A1	Carbon	Propionate	23.055	0.173
R.S.3	A1	Carbon	Propionate	23.375	0.173
R.S.3	A1	Carbon	Propionate	23.695	0.174
R.S.3	A1	Carbon	Propionate	24.015	0.174
R.S.3	A1	Carbon	Propionate	24.335	0.174
R.S.3	A1	Carbon	Propionate	24.656	0.175
R.S.3	A1	Carbon	Propionate	24.976	0.175
R.S.3	A1	Carbon	Propionate	25.296	0.175
R.S.3	A1	Carbon	Propionate	25.616	0.176
R.S.3	A1	Carbon	Propionate	25.936	0.176
R.S.3	A1	Carbon	Propionate	26.257	0.176
R.S.3	A1	Carbon	Propionate	26.577	0.176
R.S.3	A1	Carbon	Propionate	26.897	0.177
R.S.3	A1	Carbon	Propionate	27.217	0.177
R.S.3	A1	Carbon	Propionate	27.537	0.177
R.S.3	A1	Carbon	Propionate	27.858	0.177
R.S.3	A1	Carbon	Propionate	28.178	0.177
R.S.3	A1	Carbon	Propionate	28.498	0.177
R.S.3	A1	Carbon	Propionate	28.818	0.178
R.S.3	A1	Carbon	Propionate	29.138	0.178
R.S.3	A1	Carbon	Propionate	29.459	0.178
R.S.3	A1	Carbon	Propionate	29.779	0.178
R.S.3	A1	Carbon	Propionate	30.099	0.178
R.S.3	A1	Carbon	Propionate	30.419	0.178
R.S.3	A1	Carbon	Propionate	30.739	0.178
R.S.3	A1	Carbon	Propionate	31.060	0.179
R.S.3	A1	Carbon	Propionate	31.380	0.179
R.S.3	A1	Carbon	Propionate	31.700	0.179
R.S.3	A10	Carbon	Oxalic Acid	0.000	0.107
R.S.3	A10	Carbon	Oxalic Acid	0.320	0.108
R.S.3	A10	Carbon	Oxalic Acid	0.640	0.108
R.S.3	A10	Carbon	Oxalic Acid	0.961	0.108
R.S.3	A10	Carbon	Oxalic Acid	1.281	0.109
R.S.3	A10	Carbon	Oxalic Acid	1.601	0.109
R.S.3	A10	Carbon	Oxalic Acid	1.921	0.110
R.S.3	A10	Carbon	Oxalic Acid	2.241	0.110
R.S.3	A10	Carbon	Oxalic Acid	2.562	0.111
R.S.3	A10	Carbon	Oxalic Acid	2.882	0.111
R.S.3	A10	Carbon	Oxalic Acid	3.202	0.112
R.S.3	A10	Carbon	Oxalic Acid	3.522	0.112
R.S.3	A10	Carbon	Oxalic Acid	3.842	0.113
R.S.3	A10	Carbon	Oxalic Acid	4.163	0.113
R.S.3	A10	Carbon	Oxalic Acid	4.483	0.114
R.S.3	A10	Carbon	Oxalic Acid	4.803	0.115
R.S.3	A10	Carbon	Oxalic Acid	5.123	0.115
R.S.3	A10	Carbon	Oxalic Acid	5.443	0.116
R.S.3	A10	Carbon	Oxalic Acid	5.764	0.117
R.S.3	A10	Carbon	Oxalic Acid	6.084	0.117
R.S.3	A10	Carbon	Oxalic Acid	6.404	0.118
R.S.3	A10	Carbon	Oxalic Acid	6.724	0.119
R.S.3	A10	Carbon	Oxalic Acid	7.044	0.120
R.S.3	A10	Carbon	Oxalic Acid	7.365	0.120
R.S.3	A10	Carbon	Oxalic Acid	7.685	0.121
R.S.3	A10	Carbon	Oxalic Acid	8.005	0.122
R.S.3	A10	Carbon	Oxalic Acid	8.325	0.123
R.S.3	A10	Carbon	Oxalic Acid	8.645	0.123
R.S.3	A10	Carbon	Oxalic Acid	8.966	0.124
R.S.3	A10	Carbon	Oxalic Acid	9.286	0.125
R.S.3	A10	Carbon	Oxalic Acid	9.606	0.126
R.S.3	A10	Carbon	Oxalic Acid	9.926	0.126
R.S.3	A10	Carbon	Oxalic Acid	10.246	0.127
R.S.3	A10	Carbon	Oxalic Acid	10.567	0.128
R.S.3	A10	Carbon	Oxalic Acid	10.887	0.129
R.S.3	A10	Carbon	Oxalic Acid	11.207	0.129
R.S.3	A10	Carbon	Oxalic Acid	11.527	0.130
R.S.3	A10	Carbon	Oxalic Acid	11.847	0.131
R.S.3	A10	Carbon	Oxalic Acid	12.168	0.131
R.S.3	A10	Carbon	Oxalic Acid	12.488	0.132
R.S.3	A10	Carbon	Oxalic Acid	12.808	0.133
R.S.3	A10	Carbon	Oxalic Acid	13.128	0.133
R.S.3	A10	Carbon	Oxalic Acid	13.448	0.134
R.S.3	A10	Carbon	Oxalic Acid	13.769	0.134
R.S.3	A10	Carbon	Oxalic Acid	14.089	0.135
R.S.3	A10	Carbon	Oxalic Acid	14.409	0.135
R.S.3	A10	Carbon	Oxalic Acid	14.729	0.136
R.S.3	A10	Carbon	Oxalic Acid	15.049	0.136
R.S.3	A10	Carbon	Oxalic Acid	15.370	0.137
R.S.3	A10	Carbon	Oxalic Acid	15.690	0.137
R.S.3	A10	Carbon	Oxalic Acid	16.010	0.137
R.S.3	A10	Carbon	Oxalic Acid	16.330	0.138
R.S.3	A10	Carbon	Oxalic Acid	16.651	0.138
R.S.3	A10	Carbon	Oxalic Acid	16.971	0.138
R.S.3	A10	Carbon	Oxalic Acid	17.291	0.139
R.S.3	A10	Carbon	Oxalic Acid	17.611	0.139
R.S.3	A10	Carbon	Oxalic Acid	17.931	0.139
R.S.3	A10	Carbon	Oxalic Acid	18.252	0.139
R.S.3	A10	Carbon	Oxalic Acid	18.572	0.140
R.S.3	A10	Carbon	Oxalic Acid	18.892	0.140
R.S.3	A10	Carbon	Oxalic Acid	19.212	0.140
R.S.3	A10	Carbon	Oxalic Acid	19.532	0.140
R.S.3	A10	Carbon	Oxalic Acid	19.853	0.140
R.S.3	A10	Carbon	Oxalic Acid	20.173	0.141
R.S.3	A10	Carbon	Oxalic Acid	20.493	0.141
R.S.3	A10	Carbon	Oxalic Acid	20.813	0.141
R.S.3	A10	Carbon	Oxalic Acid	21.133	0.141
R.S.3	A10	Carbon	Oxalic Acid	21.454	0.141
R.S.3	A10	Carbon	Oxalic Acid	21.774	0.141
R.S.3	A10	Carbon	Oxalic Acid	22.094	0.141
R.S.3	A10	Carbon	Oxalic Acid	22.414	0.142
R.S.3	A10	Carbon	Oxalic Acid	22.734	0.142
R.S.3	A10	Carbon	Oxalic Acid	23.055	0.142
R.S.3	A10	Carbon	Oxalic Acid	23.375	0.142
R.S.3	A10	Carbon	Oxalic Acid	23.695	0.142
R.S.3	A10	Carbon	Oxalic Acid	24.015	0.142
R.S.3	A10	Carbon	Oxalic Acid	24.335	0.142
R.S.3	A10	Carbon	Oxalic Acid	24.656	0.142
R.S.3	A10	Carbon	Oxalic Acid	24.976	0.142
R.S.3	A10	Carbon	Oxalic Acid	25.296	0.142
R.S.3	A10	Carbon	Oxalic Acid	25.616	0.142
R.S.3	A10	Carbon	Oxalic Acid	25.936	0.142
R.S.3	A10	Carbon	Oxalic Acid	26.257	0.142
R.S.3	A10	Carbon	Oxalic Acid	26.577	0.142
R.S.3	A10	Carbon	Oxalic Acid	26.897	0.142
R.S.3	A10	Carbon	Oxalic Acid	27.217	0.143
R.S.3	A10	Carbon	Oxalic Acid	27.537	0.143
R.S.3	A10	Carbon	Oxalic Acid	27.858	0.143
R.S.3	A10	Carbon	Oxalic Acid	28.178	0.143
R.S.3	A10	Carbon	Oxalic Acid	28.498	0.143
R.S.3	A10	Carbon	Oxalic Acid	28.818	0.143
R.S.3	A10	Carbon	Oxalic Acid	29.138	0.143
R.S.3	A10	Carbon	Oxalic Acid	29.459	0.143
R.S.3	A10	Carbon	Oxalic Acid	29.779	0.143
R.S.3	A10	Carbon	Oxalic Acid	30.099	0.143
R.S.3	A10	Carbon	Oxalic Acid	30.419	0.143
R.S.3	A10	Carbon	Oxalic Acid	30.739	0.143
R.S.3	A10	Carbon	Oxalic Acid	31.060	0.143
R.S.3	A10	Carbon	Oxalic Acid	31.380	0.143
R.S.3	A10	Carbon	Oxalic Acid	31.700	0.143
R.S.3	A11	Carbon	Malic Acid	0.000	0.094
R.S.3	A11	Carbon	Malic Acid	0.320	0.095
R.S.3	A11	Carbon	Malic Acid	0.640	0.096
R.S.3	A11	Carbon	Malic Acid	0.961	0.097
R.S.3	A11	Carbon	Malic Acid	1.281	0.097
R.S.3	A11	Carbon	Malic Acid	1.601	0.098
R.S.3	A11	Carbon	Malic Acid	1.921	0.099
R.S.3	A11	Carbon	Malic Acid	2.241	0.100
R.S.3	A11	Carbon	Malic Acid	2.562	0.102
R.S.3	A11	Carbon	Malic Acid	2.882	0.103
R.S.3	A11	Carbon	Malic Acid	3.202	0.104
R.S.3	A11	Carbon	Malic Acid	3.522	0.105
R.S.3	A11	Carbon	Malic Acid	3.842	0.106
R.S.3	A11	Carbon	Malic Acid	4.163	0.108
R.S.3	A11	Carbon	Malic Acid	4.483	0.109
R.S.3	A11	Carbon	Malic Acid	4.803	0.111
R.S.3	A11	Carbon	Malic Acid	5.123	0.112
R.S.3	A11	Carbon	Malic Acid	5.443	0.113
R.S.3	A11	Carbon	Malic Acid	5.764	0.115
R.S.3	A11	Carbon	Malic Acid	6.084	0.117
R.S.3	A11	Carbon	Malic Acid	6.404	0.118
R.S.3	A11	Carbon	Malic Acid	6.724	0.120
R.S.3	A11	Carbon	Malic Acid	7.044	0.121
R.S.3	A11	Carbon	Malic Acid	7.365	0.123
R.S.3	A11	Carbon	Malic Acid	7.685	0.125
R.S.3	A11	Carbon	Malic Acid	8.005	0.127
R.S.3	A11	Carbon	Malic Acid	8.325	0.129
R.S.3	A11	Carbon	Malic Acid	8.645	0.130
R.S.3	A11	Carbon	Malic Acid	8.966	0.132
R.S.3	A11	Carbon	Malic Acid	9.286	0.134
R.S.3	A11	Carbon	Malic Acid	9.606	0.136
R.S.3	A11	Carbon	Malic Acid	9.926	0.138
R.S.3	A11	Carbon	Malic Acid	10.246	0.140
R.S.3	A11	Carbon	Malic Acid	10.567	0.142
R.S.3	A11	Carbon	Malic Acid	10.887	0.144
R.S.3	A11	Carbon	Malic Acid	11.207	0.145
R.S.3	A11	Carbon	Malic Acid	11.527	0.147
R.S.3	A11	Carbon	Malic Acid	11.847	0.149
R.S.3	A11	Carbon	Malic Acid	12.168	0.151
R.S.3	A11	Carbon	Malic Acid	12.488	0.153
R.S.3	A11	Carbon	Malic Acid	12.808	0.155
R.S.3	A11	Carbon	Malic Acid	13.128	0.157
R.S.3	A11	Carbon	Malic Acid	13.448	0.158
R.S.3	A11	Carbon	Malic Acid	13.769	0.160
R.S.3	A11	Carbon	Malic Acid	14.089	0.162
R.S.3	A11	Carbon	Malic Acid	14.409	0.163
R.S.3	A11	Carbon	Malic Acid	14.729	0.165
R.S.3	A11	Carbon	Malic Acid	15.049	0.167
R.S.3	A11	Carbon	Malic Acid	15.370	0.168
R.S.3	A11	Carbon	Malic Acid	15.690	0.170
R.S.3	A11	Carbon	Malic Acid	16.010	0.171
R.S.3	A11	Carbon	Malic Acid	16.330	0.173
R.S.3	A11	Carbon	Malic Acid	16.651	0.174
R.S.3	A11	Carbon	Malic Acid	16.971	0.176
R.S.3	A11	Carbon	Malic Acid	17.291	0.177
R.S.3	A11	Carbon	Malic Acid	17.611	0.178
R.S.3	A11	Carbon	Malic Acid	17.931	0.179
R.S.3	A11	Carbon	Malic Acid	18.252	0.181
R.S.3	A11	Carbon	Malic Acid	18.572	0.182
R.S.3	A11	Carbon	Malic Acid	18.892	0.183
R.S.3	A11	Carbon	Malic Acid	19.212	0.184
R.S.3	A11	Carbon	Malic Acid	19.532	0.185
R.S.3	A11	Carbon	Malic Acid	19.853	0.186
R.S.3	A11	Carbon	Malic Acid	20.173	0.187
R.S.3	A11	Carbon	Malic Acid	20.493	0.188
R.S.3	A11	Carbon	Malic Acid	20.813	0.189
R.S.3	A11	Carbon	Malic Acid	21.133	0.189
R.S.3	A11	Carbon	Malic Acid	21.454	0.190
R.S.3	A11	Carbon	Malic Acid	21.774	0.191
R.S.3	A11	Carbon	Malic Acid	22.094	0.192
R.S.3	A11	Carbon	Malic Acid	22.414	0.192
R.S.3	A11	Carbon	Malic Acid	22.734	0.193
R.S.3	A11	Carbon	Malic Acid	23.055	0.194
R.S.3	A11	Carbon	Malic Acid	23.375	0.194
R.S.3	A11	Carbon	Malic Acid	23.695	0.195
R.S.3	A11	Carbon	Malic Acid	24.015	0.195
R.S.3	A11	Carbon	Malic Acid	24.335	0.196
R.S.3	A11	Carbon	Malic Acid	24.656	0.196
R.S.3	A11	Carbon	Malic Acid	24.976	0.197
R.S.3	A11	Carbon	Malic Acid	25.296	0.197
R.S.3	A11	Carbon	Malic Acid	25.616	0.197
R.S.3	A11	Carbon	Malic Acid	25.936	0.198
R.S.3	A11	Carbon	Malic Acid	26.257	0.198
R.S.3	A11	Carbon	Malic Acid	26.577	0.199
R.S.3	A11	Carbon	Malic Acid	26.897	0.199
R.S.3	A11	Carbon	Malic Acid	27.217	0.199
R.S.3	A11	Carbon	Malic Acid	27.537	0.199
R.S.3	A11	Carbon	Malic Acid	27.858	0.200
R.S.3	A11	Carbon	Malic Acid	28.178	0.200
R.S.3	A11	Carbon	Malic Acid	28.498	0.200
R.S.3	A11	Carbon	Malic Acid	28.818	0.200
R.S.3	A11	Carbon	Malic Acid	29.138	0.201
R.S.3	A11	Carbon	Malic Acid	29.459	0.201
R.S.3	A11	Carbon	Malic Acid	29.779	0.201
R.S.3	A11	Carbon	Malic Acid	30.099	0.201
R.S.3	A11	Carbon	Malic Acid	30.419	0.201
R.S.3	A11	Carbon	Malic Acid	30.739	0.202
R.S.3	A11	Carbon	Malic Acid	31.060	0.202
R.S.3	A11	Carbon	Malic Acid	31.380	0.202
R.S.3	A11	Carbon	Malic Acid	31.700	0.202
R.S.3	A12	Carbon	L-Methionine	0.000	0.104
R.S.3	A12	Carbon	L-Methionine	0.320	0.106
R.S.3	A12	Carbon	L-Methionine	0.640	0.107
R.S.3	A12	Carbon	L-Methionine	0.961	0.107
R.S.3	A12	Carbon	L-Methionine	1.281	0.107
R.S.3	A12	Carbon	L-Methionine	1.601	0.107
R.S.3	A12	Carbon	L-Methionine	1.921	0.107
R.S.3	A12	Carbon	L-Methionine	2.241	0.107
R.S.3	A12	Carbon	L-Methionine	2.562	0.107
R.S.3	A12	Carbon	L-Methionine	2.882	0.107
R.S.3	A12	Carbon	L-Methionine	3.202	0.107
R.S.3	A12	Carbon	L-Methionine	3.522	0.107
R.S.3	A12	Carbon	L-Methionine	3.842	0.107
R.S.3	A12	Carbon	L-Methionine	4.163	0.107
R.S.3	A12	Carbon	L-Methionine	4.483	0.107
R.S.3	A12	Carbon	L-Methionine	4.803	0.107
R.S.3	A12	Carbon	L-Methionine	5.123	0.107
R.S.3	A12	Carbon	L-Methionine	5.443	0.107
R.S.3	A12	Carbon	L-Methionine	5.764	0.107
R.S.3	A12	Carbon	L-Methionine	6.084	0.107
R.S.3	A12	Carbon	L-Methionine	6.404	0.107
R.S.3	A12	Carbon	L-Methionine	6.724	0.107
R.S.3	A12	Carbon	L-Methionine	7.044	0.107
R.S.3	A12	Carbon	L-Methionine	7.365	0.107
R.S.3	A12	Carbon	L-Methionine	7.685	0.107
R.S.3	A12	Carbon	L-Methionine	8.005	0.107
R.S.3	A12	Carbon	L-Methionine	8.325	0.107
R.S.3	A12	Carbon	L-Methionine	8.645	0.107
R.S.3	A12	Carbon	L-Methionine	8.966	0.107
R.S.3	A12	Carbon	L-Methionine	9.286	0.107
R.S.3	A12	Carbon	L-Methionine	9.606	0.107
R.S.3	A12	Carbon	L-Methionine	9.926	0.107
R.S.3	A12	Carbon	L-Methionine	10.246	0.107
R.S.3	A12	Carbon	L-Methionine	10.567	0.107
R.S.3	A12	Carbon	L-Methionine	10.887	0.107
R.S.3	A12	Carbon	L-Methionine	11.207	0.107
R.S.3	A12	Carbon	L-Methionine	11.527	0.107
R.S.3	A12	Carbon	L-Methionine	11.847	0.107
R.S.3	A12	Carbon	L-Methionine	12.168	0.107
R.S.3	A12	Carbon	L-Methionine	12.488	0.107
R.S.3	A12	Carbon	L-Methionine	12.808	0.107
R.S.3	A12	Carbon	L-Methionine	13.128	0.107
R.S.3	A12	Carbon	L-Methionine	13.448	0.107
R.S.3	A12	Carbon	L-Methionine	13.769	0.107
R.S.3	A12	Carbon	L-Methionine	14.089	0.107
R.S.3	A12	Carbon	L-Methionine	14.409	0.107
R.S.3	A12	Carbon	L-Methionine	14.729	0.107
R.S.3	A12	Carbon	L-Methionine	15.049	0.107
R.S.3	A12	Carbon	L-Methionine	15.370	0.107
R.S.3	A12	Carbon	L-Methionine	15.690	0.107
R.S.3	A12	Carbon	L-Methionine	16.010	0.107
R.S.3	A12	Carbon	L-Methionine	16.330	0.107
R.S.3	A12	Carbon	L-Methionine	16.651	0.107
R.S.3	A12	Carbon	L-Methionine	16.971	0.107
R.S.3	A12	Carbon	L-Methionine	17.291	0.107
R.S.3	A12	Carbon	L-Methionine	17.611	0.107
R.S.3	A12	Carbon	L-Methionine	17.931	0.107
R.S.3	A12	Carbon	L-Methionine	18.252	0.107
R.S.3	A12	Carbon	L-Methionine	18.572	0.107
R.S.3	A12	Carbon	L-Methionine	18.892	0.107
R.S.3	A12	Carbon	L-Methionine	19.212	0.107
R.S.3	A12	Carbon	L-Methionine	19.532	0.107
R.S.3	A12	Carbon	L-Methionine	19.853	0.107
R.S.3	A12	Carbon	L-Methionine	20.173	0.107
R.S.3	A12	Carbon	L-Methionine	20.493	0.107
R.S.3	A12	Carbon	L-Methionine	20.813	0.107
R.S.3	A12	Carbon	L-Methionine	21.133	0.107
R.S.3	A12	Carbon	L-Methionine	21.454	0.107
R.S.3	A12	Carbon	L-Methionine	21.774	0.107
R.S.3	A12	Carbon	L-Methionine	22.094	0.107
R.S.3	A12	Carbon	L-Methionine	22.414	0.107
R.S.3	A12	Carbon	L-Methionine	22.734	0.107
R.S.3	A12	Carbon	L-Methionine	23.055	0.107
R.S.3	A12	Carbon	L-Methionine	23.375	0.107
R.S.3	A12	Carbon	L-Methionine	23.695	0.107
R.S.3	A12	Carbon	L-Methionine	24.015	0.107
R.S.3	A12	Carbon	L-Methionine	24.335	0.107
R.S.3	A12	Carbon	L-Methionine	24.656	0.107
R.S.3	A12	Carbon	L-Methionine	24.976	0.107
R.S.3	A12	Carbon	L-Methionine	25.296	0.107
R.S.3	A12	Carbon	L-Methionine	25.616	0.107
R.S.3	A12	Carbon	L-Methionine	25.936	0.107
R.S.3	A12	Carbon	L-Methionine	26.257	0.107
R.S.3	A12	Carbon	L-Methionine	26.577	0.107
R.S.3	A12	Carbon	L-Methionine	26.897	0.107
R.S.3	A12	Carbon	L-Methionine	27.217	0.107
R.S.3	A12	Carbon	L-Methionine	27.537	0.107
R.S.3	A12	Carbon	L-Methionine	27.858	0.107
R.S.3	A12	Carbon	L-Methionine	28.178	0.107
R.S.3	A12	Carbon	L-Methionine	28.498	0.107
R.S.3	A12	Carbon	L-Methionine	28.818	0.107
R.S.3	A12	Carbon	L-Methionine	29.138	0.107
R.S.3	A12	Carbon	L-Methionine	29.459	0.107
R.S.3	A12	Carbon	L-Methionine	29.779	0.107
R.S.3	A12	Carbon	L-Methionine	30.099	0.107
R.S.3	A12	Carbon	L-Methionine	30.419	0.107
R.S.3	A12	Carbon	L-Methionine	30.739	0.107
R.S.3	A12	Carbon	L-Methionine	31.060	0.107
R.S.3	A12	Carbon	L-Methionine	31.380	0.107
R.S.3	A12	Carbon	L-Methionine	31.700	0.107
R.S.3	A2	Carbon	L-Glutamic Acid	0.000	0.116
R.S.3	A2	Carbon	L-Glutamic Acid	0.320	0.117
R.S.3	A2	Carbon	L-Glutamic Acid	0.640	0.118
R.S.3	A2	Carbon	L-Glutamic Acid	0.961	0.118
R.S.3	A2	Carbon	L-Glutamic Acid	1.281	0.119
R.S.3	A2	Carbon	L-Glutamic Acid	1.601	0.120
R.S.3	A2	Carbon	L-Glutamic Acid	1.921	0.120
R.S.3	A2	Carbon	L-Glutamic Acid	2.241	0.121
R.S.3	A2	Carbon	L-Glutamic Acid	2.562	0.122
R.S.3	A2	Carbon	L-Glutamic Acid	2.882	0.123
R.S.3	A2	Carbon	L-Glutamic Acid	3.202	0.124
R.S.3	A2	Carbon	L-Glutamic Acid	3.522	0.124
R.S.3	A2	Carbon	L-Glutamic Acid	3.842	0.125
R.S.3	A2	Carbon	L-Glutamic Acid	4.163	0.126
R.S.3	A2	Carbon	L-Glutamic Acid	4.483	0.127
R.S.3	A2	Carbon	L-Glutamic Acid	4.803	0.128
R.S.3	A2	Carbon	L-Glutamic Acid	5.123	0.129
R.S.3	A2	Carbon	L-Glutamic Acid	5.443	0.131
R.S.3	A2	Carbon	L-Glutamic Acid	5.764	0.132
R.S.3	A2	Carbon	L-Glutamic Acid	6.084	0.133
R.S.3	A2	Carbon	L-Glutamic Acid	6.404	0.134
R.S.3	A2	Carbon	L-Glutamic Acid	6.724	0.135
R.S.3	A2	Carbon	L-Glutamic Acid	7.044	0.137
R.S.3	A2	Carbon	L-Glutamic Acid	7.365	0.138
R.S.3	A2	Carbon	L-Glutamic Acid	7.685	0.139
R.S.3	A2	Carbon	L-Glutamic Acid	8.005	0.141
R.S.3	A2	Carbon	L-Glutamic Acid	8.325	0.142
R.S.3	A2	Carbon	L-Glutamic Acid	8.645	0.144
R.S.3	A2	Carbon	L-Glutamic Acid	8.966	0.145
R.S.3	A2	Carbon	L-Glutamic Acid	9.286	0.147
R.S.3	A2	Carbon	L-Glutamic Acid	9.606	0.148
R.S.3	A2	Carbon	L-Glutamic Acid	9.926	0.150
R.S.3	A2	Carbon	L-Glutamic Acid	10.246	0.152
R.S.3	A2	Carbon	L-Glutamic Acid	10.567	0.153
R.S.3	A2	Carbon	L-Glutamic Acid	10.887	0.155
R.S.3	A2	Carbon	L-Glutamic Acid	11.207	0.157
R.S.3	A2	Carbon	L-Glutamic Acid	11.527	0.159
R.S.3	A2	Carbon	L-Glutamic Acid	11.847	0.160
R.S.3	A2	Carbon	L-Glutamic Acid	12.168	0.162
R.S.3	A2	Carbon	L-Glutamic Acid	12.488	0.164
R.S.3	A2	Carbon	L-Glutamic Acid	12.808	0.166
R.S.3	A2	Carbon	L-Glutamic Acid	13.128	0.168
R.S.3	A2	Carbon	L-Glutamic Acid	13.448	0.170
R.S.3	A2	Carbon	L-Glutamic Acid	13.769	0.171
R.S.3	A2	Carbon	L-Glutamic Acid	14.089	0.173
R.S.3	A2	Carbon	L-Glutamic Acid	14.409	0.175
R.S.3	A2	Carbon	L-Glutamic Acid	14.729	0.177
R.S.3	A2	Carbon	L-Glutamic Acid	15.049	0.179
R.S.3	A2	Carbon	L-Glutamic Acid	15.370	0.181
R.S.3	A2	Carbon	L-Glutamic Acid	15.690	0.183
R.S.3	A2	Carbon	L-Glutamic Acid	16.010	0.184
R.S.3	A2	Carbon	L-Glutamic Acid	16.330	0.186
R.S.3	A2	Carbon	L-Glutamic Acid	16.651	0.188
R.S.3	A2	Carbon	L-Glutamic Acid	16.971	0.190
R.S.3	A2	Carbon	L-Glutamic Acid	17.291	0.191
R.S.3	A2	Carbon	L-Glutamic Acid	17.611	0.193
R.S.3	A2	Carbon	L-Glutamic Acid	17.931	0.195
R.S.3	A2	Carbon	L-Glutamic Acid	18.252	0.197
R.S.3	A2	Carbon	L-Glutamic Acid	18.572	0.198
R.S.3	A2	Carbon	L-Glutamic Acid	18.892	0.200
R.S.3	A2	Carbon	L-Glutamic Acid	19.212	0.201
R.S.3	A2	Carbon	L-Glutamic Acid	19.532	0.203
R.S.3	A2	Carbon	L-Glutamic Acid	19.853	0.204
R.S.3	A2	Carbon	L-Glutamic Acid	20.173	0.206
R.S.3	A2	Carbon	L-Glutamic Acid	20.493	0.207
R.S.3	A2	Carbon	L-Glutamic Acid	20.813	0.209
R.S.3	A2	Carbon	L-Glutamic Acid	21.133	0.210
R.S.3	A2	Carbon	L-Glutamic Acid	21.454	0.211
R.S.3	A2	Carbon	L-Glutamic Acid	21.774	0.212
R.S.3	A2	Carbon	L-Glutamic Acid	22.094	0.214
R.S.3	A2	Carbon	L-Glutamic Acid	22.414	0.215
R.S.3	A2	Carbon	L-Glutamic Acid	22.734	0.216
