sample	well	mainsource	compound	time	od
R.S.3	D7	Carbon	D-Alanine	26.200	0.288
R.S.3	D7	Carbon	D-Alanine	26.700	0.294
R.S.3	D7	Carbon	D-Alanine	27.200	0.299
R.S.3	D7	Carbon	D-Alanine	27.700	0.309
R.S.3	D7	Carbon	D-Alanine	28.200	0.318
R.S.3	D7	Carbon	D-Alanine	28.700	0.336
R.S.3	D7	Carbon	D-Alanine	29.200	0.347
R.S.3	D7	Carbon	D-Alanine	29.700	0.360
R.S.3	D7	Carbon	D-Alanine	30.200	0.371
R.S.3	D7	Carbon	D-Alanine	30.700	0.379
R.S.3	D7	Carbon	D-Alanine	31.200	0.385
R.S.3	D7	Carbon	D-Alanine	31.700	0.392
R.S.3	D8	Carbon	L-Fucose	0.000	0.103
R.S.3	D8	Carbon	L-Fucose	0.500	0.105
R.S.3	D8	Carbon	L-Fucose	1.000	0.118
R.S.3	D8	Carbon	L-Fucose	1.500	0.118
R.S.3	D8	Carbon	L-Fucose	2.000	0.117
R.S.3	D8	Carbon	L-Fucose	2.500	0.117
R.S.3	D8	Carbon	L-Fucose	3.000	0.117
R.S.3	D8	Carbon	L-Fucose	3.500	0.116
R.S.3	D8	Carbon	L-Fucose	4.000	0.117
R.S.3	D8	Carbon	L-Fucose	4.500	0.118
R.S.3	D8	Carbon	L-Fucose	5.000	0.120
R.S.3	D8	Carbon	L-Fucose	5.500	0.122
R.S.3	D8	Carbon	L-Fucose	6.000	0.122
R.S.3	D8	Carbon	L-Fucose	6.600	0.124
R.S.3	D8	Carbon	L-Fucose	7.100	0.126
R.S.3	D8	Carbon	L-Fucose	7.600	0.128
R.S.3	D8	Carbon	L-Fucose	8.100	0.131
R.S.3	D8	Carbon	L-Fucose	8.600	0.133
R.S.3	D8	Carbon	L-Fucose	9.100	0.134
R.S.3	D8	Carbon	L-Fucose	9.600	0.136
R.S.3	D8	Carbon	L-Fucose	10.100	0.140
R.S.3	D8	Carbon	L-Fucose	10.600	0.146
R.S.3	D8	Carbon	L-Fucose	11.100	0.151
R.S.3	D8	Carbon	L-Fucose	11.600	0.154
R.S.3	D8	Carbon	L-Fucose	12.100	0.160
R.S.3	D8	Carbon	L-Fucose	12.600	0.167
R.S.3	D8	Carbon	L-Fucose	13.100	0.176
R.S.3	D8	Carbon	L-Fucose	13.600	0.184
R.S.3	D8	Carbon	L-Fucose	14.100	0.193
R.S.3	D8	Carbon	L-Fucose	14.600	0.203
R.S.3	D8	Carbon	L-Fucose	15.100	0.211
R.S.3	D8	Carbon	L-Fucose	15.600	0.212
R.S.3	D8	Carbon	L-Fucose	16.100	0.210
R.S.3	D8	Carbon	L-Fucose	16.600	0.211
R.S.3	D8	Carbon	L-Fucose	17.100	0.215
R.S.3	D8	Carbon	L-Fucose	17.600	0.222
R.S.3	D8	Carbon	L-Fucose	18.100	0.230
R.S.3	D8	Carbon	L-Fucose	18.600	0.238
R.S.3	D8	Carbon	L-Fucose	19.200	0.250
R.S.3	D8	Carbon	L-Fucose	19.700	0.274
R.S.3	D8	Carbon	L-Fucose	20.200	0.291
R.S.3	D8	Carbon	L-Fucose	20.700	0.317
R.S.3	D8	Carbon	L-Fucose	21.200	0.332
R.S.3	D8	Carbon	L-Fucose	21.700	0.348
R.S.3	D8	Carbon	L-Fucose	22.200	0.367
R.S.3	D8	Carbon	L-Fucose	22.700	0.390
R.S.3	D8	Carbon	L-Fucose	23.200	0.401
R.S.3	D8	Carbon	L-Fucose	23.700	0.417
R.S.3	D8	Carbon	L-Fucose	24.200	0.437
R.S.3	D8	Carbon	L-Fucose	24.700	0.448
R.S.3	D8	Carbon	L-Fucose	25.200	0.462
R.S.3	D8	Carbon	L-Fucose	25.700	0.480
R.S.3	D8	Carbon	L-Fucose	26.200	0.489
R.S.3	D8	Carbon	L-Fucose	26.700	0.499
R.S.3	D8	Carbon	L-Fucose	27.200	0.516
R.S.3	D8	Carbon	L-Fucose	27.700	0.531
R.S.3	D8	Carbon	L-Fucose	28.200	0.539
R.S.3	D8	Carbon	L-Fucose	28.700	0.559
R.S.3	D8	Carbon	L-Fucose	29.200	0.570
R.S.3	D8	Carbon	L-Fucose	29.700	0.580
R.S.3	D8	Carbon	L-Fucose	30.200	0.593
R.S.3	D8	Carbon	L-Fucose	30.700	0.595
R.S.3	D8	Carbon	L-Fucose	31.200	0.596
R.S.3	D8	Carbon	L-Fucose	31.700	0.600
R.S.3	D9	Carbon	L-Asparagine	0.000	0.105
R.S.3	D9	Carbon	L-Asparagine	0.500	0.106
R.S.3	D9	Carbon	L-Asparagine	1.000	0.120
R.S.3	D9	Carbon	L-Asparagine	1.500	0.125
R.S.3	D9	Carbon	L-Asparagine	2.000	0.125
R.S.3	D9	Carbon	L-Asparagine	2.500	0.126
R.S.3	D9	Carbon	L-Asparagine	3.000	0.126
R.S.3	D9	Carbon	L-Asparagine	3.500	0.127
R.S.3	D9	Carbon	L-Asparagine	4.000	0.131
R.S.3	D9	Carbon	L-Asparagine	4.500	0.136
R.S.3	D9	Carbon	L-Asparagine	5.000	0.138
R.S.3	D9	Carbon	L-Asparagine	5.500	0.141
R.S.3	D9	Carbon	L-Asparagine	6.000	0.144
R.S.3	D9	Carbon	L-Asparagine	6.600	0.147
R.S.3	D9	Carbon	L-Asparagine	7.100	0.150
R.S.3	D9	Carbon	L-Asparagine	7.600	0.152
R.S.3	D9	Carbon	L-Asparagine	8.100	0.157
R.S.3	D9	Carbon	L-Asparagine	8.600	0.160
R.S.3	D9	Carbon	L-Asparagine	9.100	0.165
R.S.3	D9	Carbon	L-Asparagine	9.600	0.168
R.S.3	D9	Carbon	L-Asparagine	10.100	0.172
R.S.3	D9	Carbon	L-Asparagine	10.600	0.176
R.S.3	D9	Carbon	L-Asparagine	11.100	0.181
R.S.3	D9	Carbon	L-Asparagine	11.600	0.185
R.S.3	D9	Carbon	L-Asparagine	12.100	0.190
R.S.3	D9	Carbon	L-Asparagine	12.600	0.196
R.S.3	D9	Carbon	L-Asparagine	13.100	0.202
R.S.3	D9	Carbon	L-Asparagine	13.600	0.208
R.S.3	D9	Carbon	L-Asparagine	14.100	0.216
R.S.3	D9	Carbon	L-Asparagine	14.600	0.222
R.S.3	D9	Carbon	L-Asparagine	15.100	0.228
R.S.3	D9	Carbon	L-Asparagine	15.600	0.235
R.S.3	D9	Carbon	L-Asparagine	16.100	0.240
R.S.3	D9	Carbon	L-Asparagine	16.600	0.247
R.S.3	D9	Carbon	L-Asparagine	17.100	0.252
R.S.3	D9	Carbon	L-Asparagine	17.600	0.260
R.S.3	D9	Carbon	L-Asparagine	18.100	0.266
R.S.3	D9	Carbon	L-Asparagine	18.600	0.271
R.S.3	D9	Carbon	L-Asparagine	19.200	0.276
R.S.3	D9	Carbon	L-Asparagine	19.700	0.280
R.S.3	D9	Carbon	L-Asparagine	20.200	0.287
R.S.3	D9	Carbon	L-Asparagine	20.700	0.292
R.S.3	D9	Carbon	L-Asparagine	21.200	0.299
R.S.3	D9	Carbon	L-Asparagine	21.700	0.303
R.S.3	D9	Carbon	L-Asparagine	22.200	0.310
R.S.3	D9	Carbon	L-Asparagine	22.700	0.316
R.S.3	D9	Carbon	L-Asparagine	23.200	0.321
R.S.3	D9	Carbon	L-Asparagine	23.700	0.325
R.S.3	D9	Carbon	L-Asparagine	24.200	0.339
R.S.3	D9	Carbon	L-Asparagine	24.700	0.344
R.S.3	D9	Carbon	L-Asparagine	25.200	0.343
R.S.3	D9	Carbon	L-Asparagine	25.700	0.344
R.S.3	D9	Carbon	L-Asparagine	26.200	0.335
R.S.3	D9	Carbon	L-Asparagine	26.700	0.325
R.S.3	D9	Carbon	L-Asparagine	27.200	0.322
R.S.3	D9	Carbon	L-Asparagine	27.700	0.315
R.S.3	D9	Carbon	L-Asparagine	28.200	0.324
R.S.3	D9	Carbon	L-Asparagine	28.700	0.366
R.S.3	D9	Carbon	L-Asparagine	29.200	0.395
R.S.3	D9	Carbon	L-Asparagine	29.700	0.428
R.S.3	D9	Carbon	L-Asparagine	30.200	0.440
R.S.3	D9	Carbon	L-Asparagine	30.700	0.457
R.S.3	D9	Carbon	L-Asparagine	31.200	0.477
R.S.3	D9	Carbon	L-Asparagine	31.700	0.483
R.S.3	E1	Carbon	Thymidine	0.000	0.110
R.S.3	E1	Carbon	Thymidine	0.500	0.106
R.S.3	E1	Carbon	Thymidine	1.000	0.117
R.S.3	E1	Carbon	Thymidine	1.500	0.126
R.S.3	E1	Carbon	Thymidine	2.000	0.127
R.S.3	E1	Carbon	Thymidine	2.500	0.132
R.S.3	E1	Carbon	Thymidine	3.000	0.139
R.S.3	E1	Carbon	Thymidine	3.500	0.145
R.S.3	E1	Carbon	Thymidine	4.000	0.152
R.S.3	E1	Carbon	Thymidine	4.500	0.158
R.S.3	E1	Carbon	Thymidine	5.000	0.170
R.S.3	E1	Carbon	Thymidine	5.500	0.181
R.S.3	E1	Carbon	Thymidine	6.000	0.189
R.S.3	E1	Carbon	Thymidine	6.600	0.203
R.S.3	E1	Carbon	Thymidine	7.100	0.224
R.S.3	E1	Carbon	Thymidine	7.600	0.243
R.S.3	E1	Carbon	Thymidine	8.100	0.259
R.S.3	E1	Carbon	Thymidine	8.600	0.272
R.S.3	E1	Carbon	Thymidine	9.100	0.259
R.S.3	E1	Carbon	Thymidine	9.600	0.244
R.S.3	E1	Carbon	Thymidine	10.100	0.229
R.S.3	E1	Carbon	Thymidine	10.600	0.223
R.S.3	E1	Carbon	Thymidine	11.100	0.221
R.S.3	E1	Carbon	Thymidine	11.600	0.222
R.S.3	E1	Carbon	Thymidine	12.100	0.222
R.S.3	E1	Carbon	Thymidine	12.600	0.219
R.S.3	E1	Carbon	Thymidine	13.100	0.218
R.S.3	E1	Carbon	Thymidine	13.600	0.218
R.S.3	E1	Carbon	Thymidine	14.100	0.217
R.S.3	E1	Carbon	Thymidine	14.600	0.216
R.S.3	E1	Carbon	Thymidine	15.100	0.215
R.S.3	E1	Carbon	Thymidine	15.600	0.215
R.S.3	E1	Carbon	Thymidine	16.100	0.214
R.S.3	E1	Carbon	Thymidine	16.600	0.249
R.S.3	E1	Carbon	Thymidine	17.100	0.255
R.S.3	E1	Carbon	Thymidine	17.600	0.252
R.S.3	E1	Carbon	Thymidine	18.100	0.249
R.S.3	E1	Carbon	Thymidine	18.600	0.245
R.S.3	E1	Carbon	Thymidine	19.200	0.238
R.S.3	E1	Carbon	Thymidine	19.700	0.227
R.S.3	E1	Carbon	Thymidine	20.200	0.219
R.S.3	E1	Carbon	Thymidine	20.700	0.226
R.S.3	E1	Carbon	Thymidine	21.200	0.225
R.S.3	E1	Carbon	Thymidine	21.700	0.220
R.S.3	E1	Carbon	Thymidine	22.200	0.214
R.S.3	E1	Carbon	Thymidine	22.700	0.213
R.S.3	E1	Carbon	Thymidine	23.200	0.214
R.S.3	E1	Carbon	Thymidine	23.700	0.214
R.S.3	E1	Carbon	Thymidine	24.200	0.215
R.S.3	E1	Carbon	Thymidine	24.700	0.217
R.S.3	E1	Carbon	Thymidine	25.200	0.212
R.S.3	E1	Carbon	Thymidine	25.700	0.216
R.S.3	E1	Carbon	Thymidine	26.200	0.217
R.S.3	E1	Carbon	Thymidine	26.700	0.223
R.S.3	E1	Carbon	Thymidine	27.200	0.218
R.S.3	E1	Carbon	Thymidine	27.700	0.216
R.S.3	E1	Carbon	Thymidine	28.200	0.218
R.S.3	E1	Carbon	Thymidine	28.700	0.226
R.S.3	E1	Carbon	Thymidine	29.200	0.218
R.S.3	E1	Carbon	Thymidine	29.700	0.232
R.S.3	E1	Carbon	Thymidine	30.200	0.231
R.S.3	E1	Carbon	Thymidine	30.700	0.231
R.S.3	E1	Carbon	Thymidine	31.200	0.229
R.S.3	E1	Carbon	Thymidine	31.700	0.241
R.S.3	E10	Carbon	L-Isoleucine	0.000	0.103
R.S.3	E10	Carbon	L-Isoleucine	0.500	0.106
R.S.3	E10	Carbon	L-Isoleucine	1.000	0.114
R.S.3	E10	Carbon	L-Isoleucine	1.500	0.116
R.S.3	E10	Carbon	L-Isoleucine	2.000	0.118
R.S.3	E10	Carbon	L-Isoleucine	2.500	0.118
R.S.3	E10	Carbon	L-Isoleucine	3.000	0.117
R.S.3	E10	Carbon	L-Isoleucine	3.500	0.117
R.S.3	E10	Carbon	L-Isoleucine	4.000	0.117
R.S.3	E10	Carbon	L-Isoleucine	4.500	0.117
R.S.3	E10	Carbon	L-Isoleucine	5.000	0.117
R.S.3	E10	Carbon	L-Isoleucine	5.500	0.117
R.S.3	E10	Carbon	L-Isoleucine	6.000	0.117
R.S.3	E10	Carbon	L-Isoleucine	6.600	0.117
R.S.3	E10	Carbon	L-Isoleucine	7.100	0.118
R.S.3	E10	Carbon	L-Isoleucine	7.600	0.117
R.S.3	E10	Carbon	L-Isoleucine	8.100	0.117
R.S.3	E10	Carbon	L-Isoleucine	8.600	0.117
R.S.3	E10	Carbon	L-Isoleucine	9.100	0.117
R.S.3	E10	Carbon	L-Isoleucine	9.600	0.117
R.S.3	E10	Carbon	L-Isoleucine	10.100	0.117
R.S.3	E10	Carbon	L-Isoleucine	10.600	0.117
R.S.3	E10	Carbon	L-Isoleucine	11.100	0.117
R.S.3	E10	Carbon	L-Isoleucine	11.600	0.116
R.S.3	E10	Carbon	L-Isoleucine	12.100	0.115
R.S.3	E10	Carbon	L-Isoleucine	12.600	0.116
R.S.3	E10	Carbon	L-Isoleucine	13.100	0.116
R.S.3	E10	Carbon	L-Isoleucine	13.600	0.116
R.S.3	E10	Carbon	L-Isoleucine	14.100	0.116
R.S.3	E10	Carbon	L-Isoleucine	14.600	0.116
R.S.3	E10	Carbon	L-Isoleucine	15.100	0.116
R.S.3	E10	Carbon	L-Isoleucine	15.600	0.116
R.S.3	E10	Carbon	L-Isoleucine	16.100	0.117
R.S.3	E10	Carbon	L-Isoleucine	16.600	0.117
R.S.3	E10	Carbon	L-Isoleucine	17.100	0.117
R.S.3	E10	Carbon	L-Isoleucine	17.600	0.118
R.S.3	E10	Carbon	L-Isoleucine	18.100	0.118
R.S.3	E10	Carbon	L-Isoleucine	18.600	0.118
R.S.3	E10	Carbon	L-Isoleucine	19.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	19.700	0.119
R.S.3	E10	Carbon	L-Isoleucine	20.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	20.700	0.118
R.S.3	E10	Carbon	L-Isoleucine	21.200	0.118
R.S.3	E10	Carbon	L-Isoleucine	21.700	0.118
R.S.3	E10	Carbon	L-Isoleucine	22.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	22.700	0.119
R.S.3	E10	Carbon	L-Isoleucine	23.200	0.120
R.S.3	E10	Carbon	L-Isoleucine	23.700	0.120
R.S.3	E10	Carbon	L-Isoleucine	24.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	24.700	0.119
R.S.3	E10	Carbon	L-Isoleucine	25.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	25.700	0.119
R.S.3	E10	Carbon	L-Isoleucine	26.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	26.700	0.120
R.S.3	E10	Carbon	L-Isoleucine	27.200	0.119
R.S.3	E10	Carbon	L-Isoleucine	27.700	0.122
R.S.3	E10	Carbon	L-Isoleucine	28.200	0.122
R.S.3	E10	Carbon	L-Isoleucine	28.700	0.124
R.S.3	E10	Carbon	L-Isoleucine	29.200	0.122
R.S.3	E10	Carbon	L-Isoleucine	29.700	0.122
R.S.3	E10	Carbon	L-Isoleucine	30.200	0.121
R.S.3	E10	Carbon	L-Isoleucine	30.700	0.121
R.S.3	E10	Carbon	L-Isoleucine	31.200	0.121
R.S.3	E10	Carbon	L-Isoleucine	31.700	0.121
R.S.3	E11	Carbon	L-Cysteic Acid	0.000	0.103
R.S.3	E11	Carbon	L-Cysteic Acid	0.500	0.105
R.S.3	E11	Carbon	L-Cysteic Acid	1.000	0.109
R.S.3	E11	Carbon	L-Cysteic Acid	1.500	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	2.000	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	2.500	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	3.000	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	3.500	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	4.000	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	4.500	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	5.000	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	5.500	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	6.000	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	6.600	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	7.100	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	7.600	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	8.100	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	8.600	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	9.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	9.600	0.114
R.S.3	E11	Carbon	L-Cysteic Acid	10.100	0.115
R.S.3	E11	Carbon	L-Cysteic Acid	10.600	0.114
R.S.3	E11	Carbon	L-Cysteic Acid	11.100	0.114
R.S.3	E11	Carbon	L-Cysteic Acid	11.600	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	12.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	12.600	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	13.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	13.600	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	14.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	14.600	0.114
R.S.3	E11	Carbon	L-Cysteic Acid	15.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	15.600	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	16.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	16.600	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	17.100	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	17.600	0.113
R.S.3	E11	Carbon	L-Cysteic Acid	18.100	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	18.600	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	19.200	0.110
R.S.3	E11	Carbon	L-Cysteic Acid	19.700	0.110
R.S.3	E11	Carbon	L-Cysteic Acid	20.200	0.111
R.S.3	E11	Carbon	L-Cysteic Acid	20.700	0.112
R.S.3	E11	Carbon	L-Cysteic Acid	21.200	0.114
R.S.3	E11	Carbon	L-Cysteic Acid	21.700	0.115
R.S.3	E11	Carbon	L-Cysteic Acid	22.200	0.116
R.S.3	E11	Carbon	L-Cysteic Acid	22.700	0.117
R.S.3	E11	Carbon	L-Cysteic Acid	23.200	0.118
R.S.3	E11	Carbon	L-Cysteic Acid	23.700	0.118
R.S.3	E11	Carbon	L-Cysteic Acid	24.200	0.118
R.S.3	E11	Carbon	L-Cysteic Acid	24.700	0.118
R.S.3	E11	Carbon	L-Cysteic Acid	25.200	0.117
R.S.3	E11	Carbon	L-Cysteic Acid	25.700	0.116
R.S.3	E11	Carbon	L-Cysteic Acid	26.200	0.118
R.S.3	E11	Carbon	L-Cysteic Acid	26.700	0.119
R.S.3	E11	Carbon	L-Cysteic Acid	27.200	0.121
R.S.3	E11	Carbon	L-Cysteic Acid	27.700	0.123
R.S.3	E11	Carbon	L-Cysteic Acid	28.200	0.123
R.S.3	E11	Carbon	L-Cysteic Acid	28.700	0.122
R.S.3	E11	Carbon	L-Cysteic Acid	29.200	0.120
R.S.3	E11	Carbon	L-Cysteic Acid	29.700	0.118
R.S.3	E11	Carbon	L-Cysteic Acid	30.200	0.117
R.S.3	E11	Carbon	L-Cysteic Acid	30.700	0.117
R.S.3	E11	Carbon	L-Cysteic Acid	31.200	0.117
R.S.3	E11	Carbon	L-Cysteic Acid	31.700	0.118
R.S.3	E12	Carbon	Adenosine	0.000	0.103
R.S.3	E12	Carbon	Adenosine	0.500	0.105
R.S.3	E12	Carbon	Adenosine	1.000	0.112
R.S.3	E12	Carbon	Adenosine	1.500	0.119
R.S.3	E12	Carbon	Adenosine	2.000	0.120
R.S.3	E12	Carbon	Adenosine	2.500	0.122
R.S.3	E12	Carbon	Adenosine	3.000	0.126
R.S.3	E12	Carbon	Adenosine	3.500	0.132
R.S.3	E12	Carbon	Adenosine	4.000	0.139
R.S.3	E12	Carbon	Adenosine	4.500	0.150
R.S.3	E12	Carbon	Adenosine	5.000	0.159
R.S.3	E12	Carbon	Adenosine	5.500	0.169
R.S.3	E12	Carbon	Adenosine	6.000	0.186
R.S.3	E12	Carbon	Adenosine	6.600	0.206
R.S.3	E12	Carbon	Adenosine	7.100	0.222
R.S.3	E12	Carbon	Adenosine	7.600	0.241
R.S.3	E12	Carbon	Adenosine	8.100	0.261
R.S.3	E12	Carbon	Adenosine	8.600	0.286
R.S.3	E12	Carbon	Adenosine	9.100	0.307
R.S.3	E12	Carbon	Adenosine	9.600	0.333
R.S.3	E12	Carbon	Adenosine	10.100	0.359
R.S.3	E12	Carbon	Adenosine	10.600	0.376
R.S.3	E12	Carbon	Adenosine	11.100	0.396
R.S.3	E12	Carbon	Adenosine	11.600	0.428
R.S.3	E12	Carbon	Adenosine	12.100	0.450
R.S.3	E12	Carbon	Adenosine	12.600	0.461
R.S.3	E12	Carbon	Adenosine	13.100	0.466
R.S.3	E12	Carbon	Adenosine	13.600	0.486
R.S.3	E12	Carbon	Adenosine	14.100	0.489
R.S.3	E12	Carbon	Adenosine	14.600	0.496
R.S.3	E12	Carbon	Adenosine	15.100	0.502
R.S.3	E12	Carbon	Adenosine	15.600	0.506
R.S.3	E12	Carbon	Adenosine	16.100	0.510
R.S.3	E12	Carbon	Adenosine	16.600	0.511
R.S.3	E12	Carbon	Adenosine	17.100	0.521
R.S.3	E12	Carbon	Adenosine	17.600	0.526
R.S.3	E12	Carbon	Adenosine	18.100	0.520
R.S.3	E12	Carbon	Adenosine	18.600	0.521
R.S.3	E12	Carbon	Adenosine	19.200	0.520
R.S.3	E12	Carbon	Adenosine	19.700	0.524
R.S.3	E12	Carbon	Adenosine	20.200	0.522
R.S.3	E12	Carbon	Adenosine	20.700	0.529
R.S.3	E12	Carbon	Adenosine	21.200	0.527
R.S.3	E12	Carbon	Adenosine	21.700	0.528
R.S.3	E12	Carbon	Adenosine	22.200	0.529
R.S.3	E12	Carbon	Adenosine	22.700	0.524
R.S.3	E12	Carbon	Adenosine	23.200	0.523
R.S.3	E12	Carbon	Adenosine	23.700	0.532
R.S.3	E12	Carbon	Adenosine	24.200	0.529
R.S.3	E12	Carbon	Adenosine	24.700	0.532
R.S.3	E12	Carbon	Adenosine	25.200	0.527
R.S.3	E12	Carbon	Adenosine	25.700	0.531
R.S.3	E12	Carbon	Adenosine	26.200	0.530
R.S.3	E12	Carbon	Adenosine	26.700	0.530
R.S.3	E12	Carbon	Adenosine	27.200	0.542
R.S.3	E12	Carbon	Adenosine	27.700	0.541
R.S.3	E12	Carbon	Adenosine	28.200	0.541
R.S.3	E12	Carbon	Adenosine	28.700	0.542
R.S.3	E12	Carbon	Adenosine	29.200	0.549
R.S.3	E12	Carbon	Adenosine	29.700	0.541
R.S.3	E12	Carbon	Adenosine	30.200	0.554
R.S.3	E12	Carbon	Adenosine	30.700	0.546
R.S.3	E12	Carbon	Adenosine	31.200	0.547
R.S.3	E12	Carbon	Adenosine	31.700	0.554
R.S.3	E2	Carbon	Sucrose	0.000	0.107
R.S.3	E2	Carbon	Sucrose	0.500	0.110
R.S.3	E2	Carbon	Sucrose	1.000	0.113
R.S.3	E2	Carbon	Sucrose	1.500	0.119
R.S.3	E2	Carbon	Sucrose	2.000	0.127
R.S.3	E2	Carbon	Sucrose	2.500	0.134
R.S.3	E2	Carbon	Sucrose	3.000	0.142
R.S.3	E2	Carbon	Sucrose	3.500	0.153
R.S.3	E2	Carbon	Sucrose	4.000	0.162
R.S.3	E2	Carbon	Sucrose	4.500	0.165
R.S.3	E2	Carbon	Sucrose	5.000	0.168
R.S.3	E2	Carbon	Sucrose	5.500	0.175
R.S.3	E2	Carbon	Sucrose	6.000	0.184
R.S.3	E2	Carbon	Sucrose	6.600	0.191
R.S.3	E2	Carbon	Sucrose	7.100	0.195
R.S.3	E2	Carbon	Sucrose	7.600	0.198
R.S.3	E2	Carbon	Sucrose	8.100	0.200
R.S.3	E2	Carbon	Sucrose	8.600	0.200
R.S.3	E2	Carbon	Sucrose	9.100	0.194
R.S.3	E2	Carbon	Sucrose	9.600	0.189
R.S.3	E2	Carbon	Sucrose	10.100	0.187
R.S.3	E2	Carbon	Sucrose	10.600	0.186
R.S.3	E2	Carbon	Sucrose	11.100	0.185
R.S.3	E2	Carbon	Sucrose	11.600	0.186
R.S.3	E2	Carbon	Sucrose	12.100	0.185
R.S.3	E2	Carbon	Sucrose	12.600	0.185
R.S.3	E2	Carbon	Sucrose	13.100	0.184
R.S.3	E2	Carbon	Sucrose	13.600	0.183
R.S.3	E2	Carbon	Sucrose	14.100	0.183
R.S.3	E2	Carbon	Sucrose	14.600	0.182
R.S.3	E2	Carbon	Sucrose	15.100	0.181
R.S.3	E2	Carbon	Sucrose	15.600	0.181
R.S.3	E2	Carbon	Sucrose	16.100	0.179
R.S.3	E2	Carbon	Sucrose	16.600	0.215
R.S.3	E2	Carbon	Sucrose	17.100	0.219
R.S.3	E2	Carbon	Sucrose	17.600	0.223
R.S.3	E2	Carbon	Sucrose	18.100	0.224
R.S.3	E2	Carbon	Sucrose	18.600	0.221
R.S.3	E2	Carbon	Sucrose	19.200	0.213
R.S.3	E2	Carbon	Sucrose	19.700	0.198
R.S.3	E2	Carbon	Sucrose	20.200	0.179
R.S.3	E2	Carbon	Sucrose	20.700	0.172
R.S.3	E2	Carbon	Sucrose	21.200	0.167
R.S.3	E2	Carbon	Sucrose	21.700	0.165
R.S.3	E2	Carbon	Sucrose	22.200	0.165
R.S.3	E2	Carbon	Sucrose	22.700	0.164
R.S.3	E2	Carbon	Sucrose	23.200	0.165
R.S.3	E2	Carbon	Sucrose	23.700	0.164
R.S.3	E2	Carbon	Sucrose	24.200	0.162
R.S.3	E2	Carbon	Sucrose	24.700	0.161
R.S.3	E2	Carbon	Sucrose	25.200	0.160
R.S.3	E2	Carbon	Sucrose	25.700	0.160
R.S.3	E2	Carbon	Sucrose	26.200	0.159
R.S.3	E2	Carbon	Sucrose	26.700	0.157
R.S.3	E2	Carbon	Sucrose	27.200	0.154
R.S.3	E2	Carbon	Sucrose	27.700	0.153
R.S.3	E2	Carbon	Sucrose	28.200	0.151
R.S.3	E2	Carbon	Sucrose	28.700	0.155
R.S.3	E2	Carbon	Sucrose	29.200	0.151
R.S.3	E2	Carbon	Sucrose	29.700	0.152
R.S.3	E2	Carbon	Sucrose	30.200	0.151
R.S.3	E2	Carbon	Sucrose	30.700	0.150
R.S.3	E2	Carbon	Sucrose	31.200	0.151
R.S.3	E2	Carbon	Sucrose	31.700	0.150
R.S.3	E3	Carbon	D-Xylose	0.000	0.106
R.S.3	E3	Carbon	D-Xylose	0.500	0.105
R.S.3	E3	Carbon	D-Xylose	1.000	0.108
R.S.3	E3	Carbon	D-Xylose	1.500	0.110
R.S.3	E3	Carbon	D-Xylose	2.000	0.109
R.S.3	E3	Carbon	D-Xylose	2.500	0.111
R.S.3	E3	Carbon	D-Xylose	3.000	0.113
R.S.3	E3	Carbon	D-Xylose	3.500	0.118
R.S.3	E3	Carbon	D-Xylose	4.000	0.125
R.S.3	E3	Carbon	D-Xylose	4.500	0.135
R.S.3	E3	Carbon	D-Xylose	5.000	0.149
R.S.3	E3	Carbon	D-Xylose	5.500	0.157
R.S.3	E3	Carbon	D-Xylose	6.000	0.172
