sample	well	mainsource	compound	time	od
R.S.3	A1	Carbon	Propionate	0.000	0.105
R.S.3	A1	Carbon	Propionate	0.500	0.105
R.S.3	A1	Carbon	Propionate	1.000	0.115
R.S.3	A1	Carbon	Propionate	1.500	0.116
R.S.3	A1	Carbon	Propionate	2.000	0.116
R.S.3	A1	Carbon	Propionate	2.500	0.116
R.S.3	A1	Carbon	Propionate	3.000	0.117
R.S.3	A1	Carbon	Propionate	3.500	0.118
R.S.3	A1	Carbon	Propionate	4.000	0.118
R.S.3	A1	Carbon	Propionate	4.500	0.119
R.S.3	A1	Carbon	Propionate	5.000	0.120
R.S.3	A1	Carbon	Propionate	5.500	0.121
R.S.3	A1	Carbon	Propionate	6.000	0.123
R.S.3	A1	Carbon	Propionate	6.600	0.124
R.S.3	A1	Carbon	Propionate	7.100	0.126
R.S.3	A1	Carbon	Propionate	7.600	0.128
R.S.3	A1	Carbon	Propionate	8.100	0.129
R.S.3	A1	Carbon	Propionate	8.600	0.130
R.S.3	A1	Carbon	Propionate	9.100	0.131
R.S.3	A1	Carbon	Propionate	9.600	0.131
R.S.3	A1	Carbon	Propionate	10.100	0.133
R.S.3	A1	Carbon	Propionate	10.600	0.134
R.S.3	A1	Carbon	Propionate	11.100	0.137
R.S.3	A1	Carbon	Propionate	11.600	0.138
R.S.3	A1	Carbon	Propionate	12.100	0.139
R.S.3	A1	Carbon	Propionate	12.600	0.139
R.S.3	A1	Carbon	Propionate	13.100	0.140
R.S.3	A1	Carbon	Propionate	13.600	0.142
R.S.3	A1	Carbon	Propionate	14.100	0.143
R.S.3	A1	Carbon	Propionate	14.600	0.144
R.S.3	A1	Carbon	Propionate	15.100	0.144
R.S.3	A1	Carbon	Propionate	15.600	0.145
R.S.3	A1	Carbon	Propionate	16.100	0.147
R.S.3	A1	Carbon	Propionate	16.600	0.148
R.S.3	A1	Carbon	Propionate	17.100	0.154
R.S.3	A1	Carbon	Propionate	17.600	0.163
R.S.3	A1	Carbon	Propionate	18.100	0.170
R.S.3	A1	Carbon	Propionate	18.600	0.173
R.S.3	A1	Carbon	Propionate	19.200	0.175
R.S.3	A1	Carbon	Propionate	19.700	0.176
R.S.3	A1	Carbon	Propionate	20.200	0.176
R.S.3	A1	Carbon	Propionate	20.700	0.174
R.S.3	A1	Carbon	Propionate	21.200	0.172
R.S.3	A1	Carbon	Propionate	21.700	0.166
R.S.3	A1	Carbon	Propionate	22.200	0.166
R.S.3	A1	Carbon	Propionate	22.700	0.169
R.S.3	A1	Carbon	Propionate	23.200	0.169
R.S.3	A1	Carbon	Propionate	23.700	0.171
R.S.3	A1	Carbon	Propionate	24.200	0.183
R.S.3	A1	Carbon	Propionate	24.700	0.179
R.S.3	A1	Carbon	Propionate	25.200	0.177
R.S.3	A1	Carbon	Propionate	25.700	0.175
R.S.3	A1	Carbon	Propionate	26.200	0.173
R.S.3	A1	Carbon	Propionate	26.700	0.167
R.S.3	A1	Carbon	Propionate	27.200	0.163
R.S.3	A1	Carbon	Propionate	27.700	0.163
R.S.3	A1	Carbon	Propionate	28.200	0.162
R.S.3	A1	Carbon	Propionate	28.700	0.163
R.S.3	A1	Carbon	Propionate	29.200	0.164
R.S.3	A1	Carbon	Propionate	29.700	0.165
R.S.3	A1	Carbon	Propionate	30.200	0.166
R.S.3	A1	Carbon	Propionate	30.700	0.167
R.S.3	A1	Carbon	Propionate	31.200	0.168
R.S.3	A1	Carbon	Propionate	31.700	0.170
R.S.3	A10	Carbon	Oxalic Acid	0.000	0.106
R.S.3	A10	Carbon	Oxalic Acid	0.500	0.099
R.S.3	A10	Carbon	Oxalic Acid	1.000	0.106
R.S.3	A10	Carbon	Oxalic Acid	1.500	0.106
R.S.3	A10	Carbon	Oxalic Acid	2.000	0.109
R.S.3	A10	Carbon	Oxalic Acid	2.500	0.112
R.S.3	A10	Carbon	Oxalic Acid	3.000	0.114
R.S.3	A10	Carbon	Oxalic Acid	3.500	0.115
R.S.3	A10	Carbon	Oxalic Acid	4.000	0.116
R.S.3	A10	Carbon	Oxalic Acid	4.500	0.119
R.S.3	A10	Carbon	Oxalic Acid	5.000	0.120
R.S.3	A10	Carbon	Oxalic Acid	5.500	0.121
R.S.3	A10	Carbon	Oxalic Acid	6.000	0.122
R.S.3	A10	Carbon	Oxalic Acid	6.600	0.124
R.S.3	A10	Carbon	Oxalic Acid	7.100	0.124
R.S.3	A10	Carbon	Oxalic Acid	7.600	0.127
R.S.3	A10	Carbon	Oxalic Acid	8.100	0.127
R.S.3	A10	Carbon	Oxalic Acid	8.600	0.127
R.S.3	A10	Carbon	Oxalic Acid	9.100	0.126
R.S.3	A10	Carbon	Oxalic Acid	9.600	0.124
R.S.3	A10	Carbon	Oxalic Acid	10.100	0.125
R.S.3	A10	Carbon	Oxalic Acid	10.600	0.124
R.S.3	A10	Carbon	Oxalic Acid	11.100	0.126
R.S.3	A10	Carbon	Oxalic Acid	11.600	0.128
R.S.3	A10	Carbon	Oxalic Acid	12.100	0.128
R.S.3	A10	Carbon	Oxalic Acid	12.600	0.131
R.S.3	A10	Carbon	Oxalic Acid	13.100	0.131
R.S.3	A10	Carbon	Oxalic Acid	13.600	0.132
R.S.3	A10	Carbon	Oxalic Acid	14.100	0.131
R.S.3	A10	Carbon	Oxalic Acid	14.600	0.134
R.S.3	A10	Carbon	Oxalic Acid	15.100	0.134
R.S.3	A10	Carbon	Oxalic Acid	15.600	0.135
R.S.3	A10	Carbon	Oxalic Acid	16.100	0.137
R.S.3	A10	Carbon	Oxalic Acid	16.600	0.138
R.S.3	A10	Carbon	Oxalic Acid	17.100	0.140
R.S.3	A10	Carbon	Oxalic Acid	17.600	0.140
R.S.3	A10	Carbon	Oxalic Acid	18.100	0.141
R.S.3	A10	Carbon	Oxalic Acid	18.600	0.140
R.S.3	A10	Carbon	Oxalic Acid	19.200	0.141
R.S.3	A10	Carbon	Oxalic Acid	19.700	0.144
R.S.3	A10	Carbon	Oxalic Acid	20.200	0.147
R.S.3	A10	Carbon	Oxalic Acid	20.700	0.147
R.S.3	A10	Carbon	Oxalic Acid	21.200	0.146
R.S.3	A10	Carbon	Oxalic Acid	21.700	0.145
R.S.3	A10	Carbon	Oxalic Acid	22.200	0.146
R.S.3	A10	Carbon	Oxalic Acid	22.700	0.148
R.S.3	A10	Carbon	Oxalic Acid	23.200	0.149
R.S.3	A10	Carbon	Oxalic Acid	23.700	0.148
R.S.3	A10	Carbon	Oxalic Acid	24.200	0.150
R.S.3	A10	Carbon	Oxalic Acid	24.700	0.151
R.S.3	A10	Carbon	Oxalic Acid	25.200	0.151
R.S.3	A10	Carbon	Oxalic Acid	25.700	0.151
R.S.3	A10	Carbon	Oxalic Acid	26.200	0.153
R.S.3	A10	Carbon	Oxalic Acid	26.700	0.150
R.S.3	A10	Carbon	Oxalic Acid	27.200	0.151
R.S.3	A10	Carbon	Oxalic Acid	27.700	0.151
R.S.3	A10	Carbon	Oxalic Acid	28.200	0.152
R.S.3	A10	Carbon	Oxalic Acid	28.700	0.152
R.S.3	A10	Carbon	Oxalic Acid	29.200	0.153
R.S.3	A10	Carbon	Oxalic Acid	29.700	0.154
R.S.3	A10	Carbon	Oxalic Acid	30.200	0.155
R.S.3	A10	Carbon	Oxalic Acid	30.700	0.156
R.S.3	A10	Carbon	Oxalic Acid	31.200	0.157
R.S.3	A10	Carbon	Oxalic Acid	31.700	0.158
R.S.3	A11	Carbon	Malic Acid	0.000	0.100
R.S.3	A11	Carbon	Malic Acid	0.500	0.100
R.S.3	A11	Carbon	Malic Acid	1.000	0.103
R.S.3	A11	Carbon	Malic Acid	1.500	0.105
R.S.3	A11	Carbon	Malic Acid	2.000	0.106
R.S.3	A11	Carbon	Malic Acid	2.500	0.106
R.S.3	A11	Carbon	Malic Acid	3.000	0.107
R.S.3	A11	Carbon	Malic Acid	3.500	0.107
R.S.3	A11	Carbon	Malic Acid	4.000	0.108
R.S.3	A11	Carbon	Malic Acid	4.500	0.109
R.S.3	A11	Carbon	Malic Acid	5.000	0.110
R.S.3	A11	Carbon	Malic Acid	5.500	0.111
R.S.3	A11	Carbon	Malic Acid	6.000	0.111
R.S.3	A11	Carbon	Malic Acid	6.600	0.111
R.S.3	A11	Carbon	Malic Acid	7.100	0.111
R.S.3	A11	Carbon	Malic Acid	7.600	0.113
R.S.3	A11	Carbon	Malic Acid	8.100	0.114
R.S.3	A11	Carbon	Malic Acid	8.600	0.113
R.S.3	A11	Carbon	Malic Acid	9.100	0.113
R.S.3	A11	Carbon	Malic Acid	9.600	0.114
R.S.3	A11	Carbon	Malic Acid	10.100	0.114
R.S.3	A11	Carbon	Malic Acid	10.600	0.114
R.S.3	A11	Carbon	Malic Acid	11.100	0.116
R.S.3	A11	Carbon	Malic Acid	11.600	0.117
R.S.3	A11	Carbon	Malic Acid	12.100	0.120
R.S.3	A11	Carbon	Malic Acid	12.600	0.122
R.S.3	A11	Carbon	Malic Acid	13.100	0.124
R.S.3	A11	Carbon	Malic Acid	13.600	0.127
R.S.3	A11	Carbon	Malic Acid	14.100	0.130
R.S.3	A11	Carbon	Malic Acid	14.600	0.132
R.S.3	A11	Carbon	Malic Acid	15.100	0.135
R.S.3	A11	Carbon	Malic Acid	15.600	0.138
R.S.3	A11	Carbon	Malic Acid	16.100	0.142
R.S.3	A11	Carbon	Malic Acid	16.600	0.145
R.S.3	A11	Carbon	Malic Acid	17.100	0.147
R.S.3	A11	Carbon	Malic Acid	17.600	0.146
R.S.3	A11	Carbon	Malic Acid	18.100	0.144
R.S.3	A11	Carbon	Malic Acid	18.600	0.145
R.S.3	A11	Carbon	Malic Acid	19.200	0.147
R.S.3	A11	Carbon	Malic Acid	19.700	0.149
R.S.3	A11	Carbon	Malic Acid	20.200	0.151
R.S.3	A11	Carbon	Malic Acid	20.700	0.151
R.S.3	A11	Carbon	Malic Acid	21.200	0.151
R.S.3	A11	Carbon	Malic Acid	21.700	0.151
R.S.3	A11	Carbon	Malic Acid	22.200	0.153
R.S.3	A11	Carbon	Malic Acid	22.700	0.156
R.S.3	A11	Carbon	Malic Acid	23.200	0.158
R.S.3	A11	Carbon	Malic Acid	23.700	0.160
R.S.3	A11	Carbon	Malic Acid	24.200	0.163
R.S.3	A11	Carbon	Malic Acid	24.700	0.166
R.S.3	A11	Carbon	Malic Acid	25.200	0.168
R.S.3	A11	Carbon	Malic Acid	25.700	0.171
R.S.3	A11	Carbon	Malic Acid	26.200	0.175
R.S.3	A11	Carbon	Malic Acid	26.700	0.177
R.S.3	A11	Carbon	Malic Acid	27.200	0.180
R.S.3	A11	Carbon	Malic Acid	27.700	0.183
R.S.3	A11	Carbon	Malic Acid	28.200	0.188
R.S.3	A11	Carbon	Malic Acid	28.700	0.193
R.S.3	A11	Carbon	Malic Acid	29.200	0.195
R.S.3	A11	Carbon	Malic Acid	29.700	0.198
R.S.3	A11	Carbon	Malic Acid	30.200	0.200
R.S.3	A11	Carbon	Malic Acid	30.700	0.204
R.S.3	A11	Carbon	Malic Acid	31.200	0.209
R.S.3	A11	Carbon	Malic Acid	31.700	0.213
R.S.3	A12	Carbon	L-Methionine	0.000	0.103
R.S.3	A12	Carbon	L-Methionine	0.500	0.100
R.S.3	A12	Carbon	L-Methionine	1.000	0.100
R.S.3	A12	Carbon	L-Methionine	1.500	0.100
R.S.3	A12	Carbon	L-Methionine	2.000	0.100
R.S.3	A12	Carbon	L-Methionine	2.500	0.100
R.S.3	A12	Carbon	L-Methionine	3.000	0.101
R.S.3	A12	Carbon	L-Methionine	3.500	0.101
R.S.3	A12	Carbon	L-Methionine	4.000	0.101
R.S.3	A12	Carbon	L-Methionine	4.500	0.101
R.S.3	A12	Carbon	L-Methionine	5.000	0.102
R.S.3	A12	Carbon	L-Methionine	5.500	0.102
R.S.3	A12	Carbon	L-Methionine	6.000	0.102
R.S.3	A12	Carbon	L-Methionine	6.600	0.102
R.S.3	A12	Carbon	L-Methionine	7.100	0.103
R.S.3	A12	Carbon	L-Methionine	7.600	0.103
R.S.3	A12	Carbon	L-Methionine	8.100	0.103
R.S.3	A12	Carbon	L-Methionine	8.600	0.103
R.S.3	A12	Carbon	L-Methionine	9.100	0.103
R.S.3	A12	Carbon	L-Methionine	9.600	0.102
R.S.3	A12	Carbon	L-Methionine	10.100	0.102
R.S.3	A12	Carbon	L-Methionine	10.600	0.101
R.S.3	A12	Carbon	L-Methionine	11.100	0.102
R.S.3	A12	Carbon	L-Methionine	11.600	0.102
R.S.3	A12	Carbon	L-Methionine	12.100	0.102
R.S.3	A12	Carbon	L-Methionine	12.600	0.102
R.S.3	A12	Carbon	L-Methionine	13.100	0.102
R.S.3	A12	Carbon	L-Methionine	13.600	0.102
R.S.3	A12	Carbon	L-Methionine	14.100	0.102
R.S.3	A12	Carbon	L-Methionine	14.600	0.103
R.S.3	A12	Carbon	L-Methionine	15.100	0.102
R.S.3	A12	Carbon	L-Methionine	15.600	0.102
R.S.3	A12	Carbon	L-Methionine	16.100	0.104
R.S.3	A12	Carbon	L-Methionine	16.600	0.104
R.S.3	A12	Carbon	L-Methionine	17.100	0.104
R.S.3	A12	Carbon	L-Methionine	17.600	0.105
R.S.3	A12	Carbon	L-Methionine	18.100	0.106
R.S.3	A12	Carbon	L-Methionine	18.600	0.106
R.S.3	A12	Carbon	L-Methionine	19.200	0.106
R.S.3	A12	Carbon	L-Methionine	19.700	0.106
R.S.3	A12	Carbon	L-Methionine	20.200	0.107
R.S.3	A12	Carbon	L-Methionine	20.700	0.106
R.S.3	A12	Carbon	L-Methionine	21.200	0.106
R.S.3	A12	Carbon	L-Methionine	21.700	0.104
R.S.3	A12	Carbon	L-Methionine	22.200	0.104
R.S.3	A12	Carbon	L-Methionine	22.700	0.103
R.S.3	A12	Carbon	L-Methionine	23.200	0.103
R.S.3	A12	Carbon	L-Methionine	23.700	0.104
R.S.3	A12	Carbon	L-Methionine	24.200	0.103
R.S.3	A12	Carbon	L-Methionine	24.700	0.104
R.S.3	A12	Carbon	L-Methionine	25.200	0.103
R.S.3	A12	Carbon	L-Methionine	25.700	0.103
R.S.3	A12	Carbon	L-Methionine	26.200	0.103
R.S.3	A12	Carbon	L-Methionine	26.700	0.102
R.S.3	A12	Carbon	L-Methionine	27.200	0.101
R.S.3	A12	Carbon	L-Methionine	27.700	0.101
R.S.3	A12	Carbon	L-Methionine	28.200	0.101
R.S.3	A12	Carbon	L-Methionine	28.700	0.103
R.S.3	A12	Carbon	L-Methionine	29.200	0.105
R.S.3	A12	Carbon	L-Methionine	29.700	0.108
R.S.3	A12	Carbon	L-Methionine	30.200	0.110
R.S.3	A12	Carbon	L-Methionine	30.700	0.109
R.S.3	A12	Carbon	L-Methionine	31.200	0.108
R.S.3	A12	Carbon	L-Methionine	31.700	0.109
R.S.3	A2	Carbon	L-Glutamic Acid	0.000	0.103
R.S.3	A2	Carbon	L-Glutamic Acid	0.500	0.102
R.S.3	A2	Carbon	L-Glutamic Acid	1.000	0.117
R.S.3	A2	Carbon	L-Glutamic Acid	1.500	0.122
R.S.3	A2	Carbon	L-Glutamic Acid	2.000	0.122
R.S.3	A2	Carbon	L-Glutamic Acid	2.500	0.121
R.S.3	A2	Carbon	L-Glutamic Acid	3.000	0.124
R.S.3	A2	Carbon	L-Glutamic Acid	3.500	0.126
R.S.3	A2	Carbon	L-Glutamic Acid	4.000	0.129
R.S.3	A2	Carbon	L-Glutamic Acid	4.500	0.130
R.S.3	A2	Carbon	L-Glutamic Acid	5.000	0.132
R.S.3	A2	Carbon	L-Glutamic Acid	5.500	0.135
R.S.3	A2	Carbon	L-Glutamic Acid	6.000	0.137
R.S.3	A2	Carbon	L-Glutamic Acid	6.600	0.138
R.S.3	A2	Carbon	L-Glutamic Acid	7.100	0.140
R.S.3	A2	Carbon	L-Glutamic Acid	7.600	0.142
R.S.3	A2	Carbon	L-Glutamic Acid	8.100	0.144
R.S.3	A2	Carbon	L-Glutamic Acid	8.600	0.145
R.S.3	A2	Carbon	L-Glutamic Acid	9.100	0.144
R.S.3	A2	Carbon	L-Glutamic Acid	9.600	0.142
R.S.3	A2	Carbon	L-Glutamic Acid	10.100	0.144
R.S.3	A2	Carbon	L-Glutamic Acid	10.600	0.145
R.S.3	A2	Carbon	L-Glutamic Acid	11.100	0.146
R.S.3	A2	Carbon	L-Glutamic Acid	11.600	0.149
R.S.3	A2	Carbon	L-Glutamic Acid	12.100	0.150
R.S.3	A2	Carbon	L-Glutamic Acid	12.600	0.152
R.S.3	A2	Carbon	L-Glutamic Acid	13.100	0.154
R.S.3	A2	Carbon	L-Glutamic Acid	13.600	0.156
R.S.3	A2	Carbon	L-Glutamic Acid	14.100	0.158
R.S.3	A2	Carbon	L-Glutamic Acid	14.600	0.161
R.S.3	A2	Carbon	L-Glutamic Acid	15.100	0.162
R.S.3	A2	Carbon	L-Glutamic Acid	15.600	0.164
R.S.3	A2	Carbon	L-Glutamic Acid	16.100	0.169
R.S.3	A2	Carbon	L-Glutamic Acid	16.600	0.170
R.S.3	A2	Carbon	L-Glutamic Acid	17.100	0.177
R.S.3	A2	Carbon	L-Glutamic Acid	17.600	0.187
R.S.3	A2	Carbon	L-Glutamic Acid	18.100	0.198
R.S.3	A2	Carbon	L-Glutamic Acid	18.600	0.203
R.S.3	A2	Carbon	L-Glutamic Acid	19.200	0.207
R.S.3	A2	Carbon	L-Glutamic Acid	19.700	0.209
R.S.3	A2	Carbon	L-Glutamic Acid	20.200	0.210
R.S.3	A2	Carbon	L-Glutamic Acid	20.700	0.208
R.S.3	A2	Carbon	L-Glutamic Acid	21.200	0.205
R.S.3	A2	Carbon	L-Glutamic Acid	21.700	0.198
R.S.3	A2	Carbon	L-Glutamic Acid	22.200	0.195
R.S.3	A2	Carbon	L-Glutamic Acid	22.700	0.196
R.S.3	A2	Carbon	L-Glutamic Acid	23.200	0.196
R.S.3	A2	Carbon	L-Glutamic Acid	23.700	0.197
R.S.3	A2	Carbon	L-Glutamic Acid	24.200	0.200
R.S.3	A2	Carbon	L-Glutamic Acid	24.700	0.200
R.S.3	A2	Carbon	L-Glutamic Acid	25.200	0.203
R.S.3	A2	Carbon	L-Glutamic Acid	25.700	0.209
R.S.3	A2	Carbon	L-Glutamic Acid	26.200	0.208
R.S.3	A2	Carbon	L-Glutamic Acid	26.700	0.206
R.S.3	A2	Carbon	L-Glutamic Acid	27.200	0.200
R.S.3	A2	Carbon	L-Glutamic Acid	27.700	0.202
R.S.3	A2	Carbon	L-Glutamic Acid	28.200	0.212
R.S.3	A2	Carbon	L-Glutamic Acid	28.700	0.228
R.S.3	A2	Carbon	L-Glutamic Acid	29.200	0.245
R.S.3	A2	Carbon	L-Glutamic Acid	29.700	0.260
R.S.3	A2	Carbon	L-Glutamic Acid	30.200	0.269
R.S.3	A2	Carbon	L-Glutamic Acid	30.700	0.273
R.S.3	A2	Carbon	L-Glutamic Acid	31.200	0.273
R.S.3	A2	Carbon	L-Glutamic Acid	31.700	0.276
R.S.3	A3	Carbon	D-Glucose	0.000	0.113
R.S.3	A3	Carbon	D-Glucose	0.500	0.114
R.S.3	A3	Carbon	D-Glucose	1.000	0.126
R.S.3	A3	Carbon	D-Glucose	1.500	0.131
R.S.3	A3	Carbon	D-Glucose	2.000	0.134
R.S.3	A3	Carbon	D-Glucose	2.500	0.139
R.S.3	A3	Carbon	D-Glucose	3.000	0.145
R.S.3	A3	Carbon	D-Glucose	3.500	0.160
R.S.3	A3	Carbon	D-Glucose	4.000	0.175
R.S.3	A3	Carbon	D-Glucose	4.500	0.193
R.S.3	A3	Carbon	D-Glucose	5.000	0.219
R.S.3	A3	Carbon	D-Glucose	5.500	0.257
R.S.3	A3	Carbon	D-Glucose	6.000	0.300
R.S.3	A3	Carbon	D-Glucose	6.600	0.330
R.S.3	A3	Carbon	D-Glucose	7.100	0.375
R.S.3	A3	Carbon	D-Glucose	7.600	0.378
R.S.3	A3	Carbon	D-Glucose	8.100	0.390
R.S.3	A3	Carbon	D-Glucose	8.600	0.419
R.S.3	A3	Carbon	D-Glucose	9.100	0.444
R.S.3	A3	Carbon	D-Glucose	9.600	0.469
R.S.3	A3	Carbon	D-Glucose	10.100	0.482
R.S.3	A3	Carbon	D-Glucose	10.600	0.489
R.S.3	A3	Carbon	D-Glucose	11.100	0.510
R.S.3	A3	Carbon	D-Glucose	11.600	0.513
R.S.3	A3	Carbon	D-Glucose	12.100	0.529
R.S.3	A3	Carbon	D-Glucose	12.600	0.540
R.S.3	A3	Carbon	D-Glucose	13.100	0.530
R.S.3	A3	Carbon	D-Glucose	13.600	0.545
R.S.3	A3	Carbon	D-Glucose	14.100	0.549
R.S.3	A3	Carbon	D-Glucose	14.600	0.547
R.S.3	A3	Carbon	D-Glucose	15.100	0.556
R.S.3	A3	Carbon	D-Glucose	15.600	0.561
R.S.3	A3	Carbon	D-Glucose	16.100	0.561
R.S.3	A3	Carbon	D-Glucose	16.600	0.566
R.S.3	A3	Carbon	D-Glucose	17.100	0.568
R.S.3	A3	Carbon	D-Glucose	17.600	0.582
R.S.3	A3	Carbon	D-Glucose	18.100	0.578
R.S.3	A3	Carbon	D-Glucose	18.600	0.580
R.S.3	A3	Carbon	D-Glucose	19.200	0.576
R.S.3	A3	Carbon	D-Glucose	19.700	0.580
R.S.3	A3	Carbon	D-Glucose	20.200	0.587
R.S.3	A3	Carbon	D-Glucose	20.700	0.588
R.S.3	A3	Carbon	D-Glucose	21.200	0.583
R.S.3	A3	Carbon	D-Glucose	21.700	0.582
R.S.3	A3	Carbon	D-Glucose	22.200	0.578
R.S.3	A3	Carbon	D-Glucose	22.700	0.590
R.S.3	A3	Carbon	D-Glucose	23.200	0.580
R.S.3	A3	Carbon	D-Glucose	23.700	0.577
R.S.3	A3	Carbon	D-Glucose	24.200	0.588
R.S.3	A3	Carbon	D-Glucose	24.700	0.590
R.S.3	A3	Carbon	D-Glucose	25.200	0.586
R.S.3	A3	Carbon	D-Glucose	25.700	0.595
R.S.3	A3	Carbon	D-Glucose	26.200	0.593
R.S.3	A3	Carbon	D-Glucose	26.700	0.599
R.S.3	A3	Carbon	D-Glucose	27.200	0.594
R.S.3	A3	Carbon	D-Glucose	27.700	0.594
R.S.3	A3	Carbon	D-Glucose	28.200	0.598
R.S.3	A3	Carbon	D-Glucose	28.700	0.611
R.S.3	A3	Carbon	D-Glucose	29.200	0.616
R.S.3	A3	Carbon	D-Glucose	29.700	0.622
R.S.3	A3	Carbon	D-Glucose	30.200	0.625
R.S.3	A3	Carbon	D-Glucose	30.700	0.631
R.S.3	A3	Carbon	D-Glucose	31.200	0.637
R.S.3	A3	Carbon	D-Glucose	31.700	0.644
R.S.3	A4	Carbon	Potassium Sorbate	0.000	0.110
R.S.3	A4	Carbon	Potassium Sorbate	0.500	0.103
R.S.3	A4	Carbon	Potassium Sorbate	1.000	0.121
R.S.3	A4	Carbon	Potassium Sorbate	1.500	0.121
R.S.3	A4	Carbon	Potassium Sorbate	2.000	0.120
R.S.3	A4	Carbon	Potassium Sorbate	2.500	0.118
R.S.3	A4	Carbon	Potassium Sorbate	3.000	0.119
R.S.3	A4	Carbon	Potassium Sorbate	3.500	0.119
R.S.3	A4	Carbon	Potassium Sorbate	4.000	0.120
R.S.3	A4	Carbon	Potassium Sorbate	4.500	0.121
R.S.3	A4	Carbon	Potassium Sorbate	5.000	0.123
R.S.3	A4	Carbon	Potassium Sorbate	5.500	0.124
R.S.3	A4	Carbon	Potassium Sorbate	6.000	0.125
R.S.3	A4	Carbon	Potassium Sorbate	6.600	0.125
R.S.3	A4	Carbon	Potassium Sorbate	7.100	0.126
R.S.3	A4	Carbon	Potassium Sorbate	7.600	0.128
R.S.3	A4	Carbon	Potassium Sorbate	8.100	0.129
R.S.3	A4	Carbon	Potassium Sorbate	8.600	0.129
R.S.3	A4	Carbon	Potassium Sorbate	9.100	0.128
R.S.3	A4	Carbon	Potassium Sorbate	9.600	0.125
R.S.3	A4	Carbon	Potassium Sorbate	10.100	0.127
R.S.3	A4	Carbon	Potassium Sorbate	10.600	0.125
R.S.3	A4	Carbon	Potassium Sorbate	11.100	0.124
R.S.3	A4	Carbon	Potassium Sorbate	11.600	0.126
R.S.3	A4	Carbon	Potassium Sorbate	12.100	0.124
R.S.3	A4	Carbon	Potassium Sorbate	12.600	0.123
R.S.3	A4	Carbon	Potassium Sorbate	13.100	0.122
R.S.3	A4	Carbon	Potassium Sorbate	13.600	0.123
R.S.3	A4	Carbon	Potassium Sorbate	14.100	0.122
R.S.3	A4	Carbon	Potassium Sorbate	14.600	0.121
R.S.3	A4	Carbon	Potassium Sorbate	15.100	0.122
R.S.3	A4	Carbon	Potassium Sorbate	15.600	0.122
R.S.3	A4	Carbon	Potassium Sorbate	16.100	0.121
R.S.3	A4	Carbon	Potassium Sorbate	16.600	0.121
R.S.3	A4	Carbon	Potassium Sorbate	17.100	0.121
R.S.3	A4	Carbon	Potassium Sorbate	17.600	0.121
R.S.3	A4	Carbon	Potassium Sorbate	18.100	0.121
R.S.3	A4	Carbon	Potassium Sorbate	18.600	0.121
R.S.3	A4	Carbon	Potassium Sorbate	19.200	0.121
R.S.3	A4	Carbon	Potassium Sorbate	19.700	0.121
R.S.3	A4	Carbon	Potassium Sorbate	20.200	0.121
R.S.3	A4	Carbon	Potassium Sorbate	20.700	0.121
R.S.3	A4	Carbon	Potassium Sorbate	21.200	0.120
R.S.3	A4	Carbon	Potassium Sorbate	21.700	0.121
R.S.3	A4	Carbon	Potassium Sorbate	22.200	0.121
R.S.3	A4	Carbon	Potassium Sorbate	22.700	0.120
R.S.3	A4	Carbon	Potassium Sorbate	23.200	0.121
R.S.3	A4	Carbon	Potassium Sorbate	23.700	0.120
R.S.3	A4	Carbon	Potassium Sorbate	24.200	0.121
R.S.3	A4	Carbon	Potassium Sorbate	24.700	0.120
R.S.3	A4	Carbon	Potassium Sorbate	25.200	0.120
R.S.3	A4	Carbon	Potassium Sorbate	25.700	0.120
R.S.3	A4	Carbon	Potassium Sorbate	26.200	0.120
R.S.3	A4	Carbon	Potassium Sorbate	26.700	0.121
R.S.3	A4	Carbon	Potassium Sorbate	27.200	0.120
R.S.3	A4	Carbon	Potassium Sorbate	27.700	0.120
R.S.3	A4	Carbon	Potassium Sorbate	28.200	0.120
R.S.3	A4	Carbon	Potassium Sorbate	28.700	0.129
R.S.3	A4	Carbon	Potassium Sorbate	29.200	0.124
R.S.3	A4	Carbon	Potassium Sorbate	29.700	0.122
R.S.3	A4	Carbon	Potassium Sorbate	30.200	0.122
R.S.3	A4	Carbon	Potassium Sorbate	30.700	0.123
R.S.3	A4	Carbon	Potassium Sorbate	31.200	0.123
R.S.3	A4	Carbon	Potassium Sorbate	31.700	0.126
R.S.3	A5	Carbon	Lactulose	0.000	0.103
R.S.3	A5	Carbon	Lactulose	0.500	0.099
R.S.3	A5	Carbon	Lactulose	1.000	0.111
R.S.3	A5	Carbon	Lactulose	1.500	0.118
R.S.3	A5	Carbon	Lactulose	2.000	0.116
R.S.3	A5	Carbon	Lactulose	2.500	0.115
R.S.3	A5	Carbon	Lactulose	3.000	0.116
R.S.3	A5	Carbon	Lactulose	3.500	0.117
R.S.3	A5	Carbon	Lactulose	4.000	0.117
R.S.3	A5	Carbon	Lactulose	4.500	0.117
R.S.3	A5	Carbon	Lactulose	5.000	0.118
R.S.3	A5	Carbon	Lactulose	5.500	0.119
R.S.3	A5	Carbon	Lactulose	6.000	0.119
R.S.3	A5	Carbon	Lactulose	6.600	0.119
R.S.3	A5	Carbon	Lactulose	7.100	0.120
R.S.3	A5	Carbon	Lactulose	7.600	0.120
R.S.3	A5	Carbon	Lactulose	8.100	0.120
R.S.3	A5	Carbon	Lactulose	8.600	0.121
R.S.3	A5	Carbon	Lactulose	9.100	0.120
