sample	rep	mainsource	compound	well	plate	time	od
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	0.0	0.0946141
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	0.5	0.0967055
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	1.0	0.106015
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	1.5	0.112003
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	2.0	0.112062
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	2.5	0.111565
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	3.0	0.113703
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	3.5	0.116312
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	4.0	0.11694
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	4.5	0.118155
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	5.0	0.119875
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	5.5	0.120614
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	6.0	0.121354
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	6.6	0.122651
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	7.1	0.123964
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	7.6	0.125319
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	8.1	0.126824
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	8.6	0.125997
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	9.1	0.126527
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	9.6	0.125152
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	10.1	0.126286
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	10.6	0.127042
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	11.1	0.128176
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	11.6	0.130161
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	12.1	0.13113
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	12.6	0.132455
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	13.1	0.134083
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	13.6	0.136335
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	14.1	0.138119
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	14.6	0.14115
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	15.1	0.141856
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	15.6	0.144124
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	16.1	0.147346
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	16.6	0.148038
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	17.1	0.153868
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	17.6	0.162694
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	18.1	0.169784
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	18.6	0.172985
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	19.2	0.174533
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	19.7	0.175607
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	20.2	0.176062
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	20.7	0.17396
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	21.2	0.172254
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	21.7	0.166484
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	22.2	0.165803
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	22.7	0.169011
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	23.2	0.169413
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	23.7	0.170593
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	24.2	0.183616
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	24.7	0.178785
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	25.2	0.179698
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	25.7	0.17975
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	26.2	0.177536
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	26.7	0.174137
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	27.2	0.171038
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	27.7	0.172021
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	28.2	0.177341
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	28.7	0.184206
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	29.2	0.189874
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	29.7	0.196429
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	30.2	0.194831
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	30.7	0.19199
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	31.2	0.188321
R.S.3	ID953	Carbon	Propionate	A1	sample_plate	31.7	0.187263
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	0.0	0.0923079
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	0.5	0.0976856
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	1.0	0.1025
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	1.5	0.109148
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	2.0	0.111452
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	2.5	0.115114
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	3.0	0.119913
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	3.5	0.124166
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	4.0	0.126554
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	4.5	0.129639
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	5.0	0.132432
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	5.5	0.134729
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	6.0	0.136531
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	6.6	0.139531
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	7.1	0.141586
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	7.6	0.143937
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	8.1	0.146623
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	8.6	0.144587
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	9.1	0.14527
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	9.6	0.142013
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	10.1	0.144639
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	10.6	0.144787
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	11.1	0.146137
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	11.6	0.149352
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	12.1	0.149949
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	12.6	0.151874
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	13.1	0.15421
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	13.6	0.156342
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	14.1	0.158015
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	14.6	0.160894
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	15.1	0.162052
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	15.6	0.164114
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	16.1	0.168711
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	16.6	0.17014
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	17.1	0.177411
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	17.6	0.187115
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	18.1	0.197528
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	18.6	0.20252
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	19.2	0.206522
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	19.7	0.208521
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	20.2	0.210079
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	20.7	0.208003
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	21.2	0.205357
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	21.7	0.198417
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	22.2	0.195315
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	22.7	0.19643
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	23.2	0.196338
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	23.7	0.196948
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	24.2	0.200315
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	24.7	0.200056
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	25.2	0.203147
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	25.7	0.208951
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	26.2	0.20839
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	26.7	0.205934
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	27.2	0.200328
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	27.7	0.202256
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	28.2	0.211923
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	28.7	0.228042
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	29.2	0.245412
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	29.7	0.26042
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	30.2	0.268539
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	30.7	0.272874
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	31.2	0.273134
R.S.3	ID953	Carbon	L-Glutamic Acid	A2	sample_plate	31.7	0.275768
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	0.0	0.113417
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	0.5	0.11355
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	1.0	0.117931
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	1.5	0.123255
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	2.0	0.124082
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	2.5	0.13299
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	3.0	0.1448
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	3.5	0.159699
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	4.0	0.174751
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	4.5	0.192541
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	5.0	0.219343
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	5.5	0.256718
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	6.0	0.300074
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	6.6	0.397894
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	7.1	0.374769
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	7.6	0.377807
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	8.1	0.390308
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	8.6	0.419196
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	9.1	0.444468
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	9.6	0.469494
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	10.1	0.481952
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	10.6	0.489211
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	11.1	0.51037
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	11.6	0.513085
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	12.1	0.529101
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	12.6	0.540403
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	13.1	0.529995
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	13.6	0.544707
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	14.1	0.548584
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	14.6	0.547079
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	15.1	0.556086
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	15.6	0.560792
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	16.1	0.560504
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	16.6	0.56552
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	17.1	0.568072
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	17.6	0.582143
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	18.1	0.578022
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	18.6	0.580449
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	19.2	0.576341
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	19.7	0.579694
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	20.2	0.586931
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	20.7	0.588054
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	21.2	0.582825
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	21.7	0.582061
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	22.2	0.578211
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	22.7	0.589705
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	23.2	0.580381
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	23.7	0.577362
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	24.2	0.588265
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	24.7	0.590086
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	25.2	0.586481
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	25.7	0.594955
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	26.2	0.593451
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	26.7	0.599217
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	27.2	0.594469
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	27.7	0.593789
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	28.2	0.598489
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	28.7	0.611454
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	29.2	0.616403
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	29.7	0.622488
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	30.2	0.6247
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	30.7	0.630963
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	31.2	0.638715
R.S.3	ID953	Carbon	D-Glucose	A3	sample_plate	31.7	0.647803
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	0.0	0.0961502
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	0.5	0.0999192
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	1.0	0.100952
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	1.5	0.107
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	2.0	0.109018
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	2.5	0.112907
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	3.0	0.11575
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	3.5	0.119305
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	4.0	0.119504
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	4.5	0.120979
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	5.0	0.12208
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	5.5	0.12435
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	6.0	0.124176
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	6.6	0.125723
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	7.1	0.12752
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	7.6	0.128675
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	8.1	0.130047
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	8.6	0.128675
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	9.1	0.12897
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	9.6	0.12471
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	10.1	0.1273
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	10.6	0.124557
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	11.1	0.124144
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	11.6	0.12551
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	12.1	0.123682
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	12.6	0.122523
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	13.1	0.122228
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	13.6	0.12316
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	14.1	0.120185
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	14.6	0.120122
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	15.1	0.118633
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	15.6	0.121062
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	16.1	0.119408
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	16.6	0.119451
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	17.1	0.119165
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	17.6	0.118426
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	18.1	0.11807
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	18.6	0.119937
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	19.2	0.119491
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	19.7	0.120192
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	20.2	0.121062
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	20.7	0.120616
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	21.2	0.119175
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	21.7	0.119037
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	22.2	0.117786
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	22.7	0.116622
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	23.2	0.118549
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	23.7	0.1182
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	24.2	0.118876
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	24.7	0.115993
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	25.2	0.116601
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	25.7	0.117512
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	26.2	0.117695
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	26.7	0.116207
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	27.2	0.114935
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	27.7	0.112244
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	28.2	0.113699
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	28.7	0.113394
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	29.2	0.114578
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	29.7	0.114915
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	30.2	0.115616
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	30.7	0.117737
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	31.2	0.117321
R.S.3	ID953	Carbon	Potassium Sorbate	A4	sample_plate	31.7	0.116187
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	0.0	0.0950332
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	0.5	0.0969282
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	1.0	0.0985267
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	1.5	0.10381
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	2.0	0.106192
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	2.5	0.111374
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	3.0	0.114547
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	3.5	0.118714
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	4.0	0.119104
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	4.5	0.120074
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	5.0	0.120532
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	5.5	0.122621
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	6.0	0.122242
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	6.6	0.124251
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	7.1	0.126041
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	7.6	0.127561
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	8.1	0.129137
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	8.6	0.127557
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	9.1	0.128163
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	9.6	0.124187
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	10.1	0.126163
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	10.6	0.125158
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	11.1	0.125251
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	11.6	0.127692
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	12.1	0.127021
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	12.6	0.127451
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	13.1	0.12818
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	13.6	0.129838
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	14.1	0.129206
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	14.6	0.130525
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	15.1	0.131663
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	15.6	0.131217
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	16.1	0.132093
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	16.6	0.132794
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	17.1	0.133583
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	17.6	0.136595
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	18.1	0.1397
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	18.6	0.143658
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	19.2	0.1449
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	19.7	0.144299
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	20.2	0.143829
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	20.7	0.141772
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	21.2	0.138969
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	21.7	0.136212
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	22.2	0.133541
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	22.7	0.133987
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	23.2	0.135848
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	23.7	0.135462
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	24.2	0.137104
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	24.7	0.136447
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	25.2	0.138518
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	25.7	0.140799
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	26.2	0.143932
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	26.7	0.144962
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	27.2	0.146943
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	27.7	0.152587
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	28.2	0.164812
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	28.7	0.181455
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	29.2	0.196043
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	29.7	0.206491
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	30.2	0.219438
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	30.7	0.239546
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	31.2	0.261354
R.S.3	ID953	Carbon	Lactulose	A5	sample_plate	31.7	0.282421
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	0.0	0.0940537
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	0.5	0.098449
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	1.0	0.0986394
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	1.5	0.105474
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	2.0	0.108377
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	2.5	0.11244
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	3.0	0.117281
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	3.5	0.123779
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	4.0	0.131901
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	4.5	0.142228
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	5.0	0.149886
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	5.5	0.158909
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	6.0	0.167411
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	6.6	0.179923
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	7.1	0.194128
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	7.6	0.210586
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	8.1	0.225317
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	8.6	0.237453
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	9.1	0.24821
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	9.6	0.262878
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	10.1	0.280214
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	10.6	0.300708
R.S.3	ID953	Carbon	Glycerol	A6	sample_plate	11.1	0.318472
