sample	rep	mainsource	compound	well	plate	time	od
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	0.5	0.104408
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	1.0	0.0987725
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	1.5	0.0999795
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	2.0	0.103055
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	2.5	0.105927
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	3.0	0.108802
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	3.5	0.112051
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	4.0	0.114025
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	4.5	0.116155
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	5.0	0.118516
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	5.5	0.120119
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	6.0	0.120664
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	6.6	0.121693
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	7.1	0.124046
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	7.6	0.125685
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	8.1	0.127464
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	8.6	0.1266
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	9.1	0.124533
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	9.6	0.123712
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	10.1	0.123689
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	10.6	0.125131
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	11.1	0.126958
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	11.6	0.129004
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	12.1	0.129527
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	12.6	0.130506
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	13.1	0.131981
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	13.6	0.134159
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	14.1	0.134788
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	14.6	0.137477
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	15.1	0.138195
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	15.6	0.13929
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	16.1	0.140767
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	16.6	0.142083
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	17.1	0.144815
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	17.6	0.148533
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	18.1	0.15074
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	18.6	0.151699
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	19.2	0.153228
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	19.7	0.1532
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	20.2	0.15219
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	20.7	0.151812
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	21.2	0.149979
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	21.7	0.147927
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	22.2	0.146323
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	22.7	0.147601
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	23.2	0.148677
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	23.7	0.150621
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	24.2	0.151266
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	24.7	0.151144
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	25.2	0.153512
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	25.7	0.152812
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	26.2	0.151398
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	26.7	0.14897
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	27.2	0.147574
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	27.7	0.148166
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	28.2	0.151005
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	28.7	0.157034
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	29.2	0.160913
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	29.7	0.163506
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	30.2	0.164721
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	30.7	0.165796
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	31.2	0.164553
R.S.3	ID953	Carbon	Putrescine	F4	sample_plate	31.7	0.163624
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	0.0	0.106116
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	0.5	0.106396
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	1.0	0.101592
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	1.5	0.10235
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	2.0	0.104725
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	2.5	0.10827
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	3.0	0.111972
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	3.5	0.115142
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	4.0	0.117721
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	4.5	0.120814
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	5.0	0.123076
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	5.5	0.124421
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	6.0	0.125354
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	6.6	0.126794
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	7.1	0.128813
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	7.6	0.129703
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	8.1	0.131833
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	8.6	0.130642
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	9.1	0.128531
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	9.6	0.127876
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	10.1	0.128511
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	10.6	0.130228
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	11.1	0.132469
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	11.6	0.133598
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	12.1	0.134995
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	12.6	0.136024
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	13.1	0.136902
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	13.6	0.13892
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	14.1	0.139556
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	14.6	0.141502
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	15.1	0.142908
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	15.6	0.143897
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	16.1	0.145637
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	16.6	0.147056
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	17.1	0.150749
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	17.6	0.154454
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	18.1	0.156263
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	18.6	0.15653
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	19.2	0.158182
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	19.7	0.1575
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	20.2	0.157265
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	20.7	0.158587
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	21.2	0.157345
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	21.7	0.155484
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	22.2	0.156338
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	22.7	0.157464
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	23.2	0.1586
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	23.7	0.15923
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	24.2	0.160592
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	24.7	0.160317
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	25.2	0.162033
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	25.7	0.162445
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	26.2	0.162377
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	26.7	0.160647
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	27.2	0.159104
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	27.7	0.160926
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	28.2	0.164662
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	28.7	0.171003
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	29.2	0.173691
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	29.7	0.175775
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	30.2	0.17601
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	30.7	0.177781
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	31.2	0.177261
R.S.3	ID953	Carbon	2 Deoxy-D-Ribose	F5	sample_plate	31.7	0.178999
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	0.0	0.100762
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	0.5	0.102633
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	1.0	0.0990521
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	1.5	0.099489
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	2.0	0.1015
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	2.5	0.104716
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	3.0	0.108552
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	3.5	0.110939
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	4.0	0.112571
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	4.5	0.1149
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	5.0	0.116632
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	5.5	0.117297
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	6.0	0.117626
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	6.6	0.119029
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	7.1	0.120794
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	7.6	0.121539
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	8.1	0.123655
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	8.6	0.122053
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	9.1	0.119694
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	9.6	0.118131
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	10.1	0.118565
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	10.6	0.119843
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	11.1	0.121755
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	11.6	0.123197
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	12.1	0.123923
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	12.6	0.124627
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	13.1	0.125879
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	13.6	0.127837
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	14.1	0.129655
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	14.6	0.131271
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	15.1	0.132935
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	15.6	0.13467
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	16.1	0.136143
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	16.6	0.138393
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	17.1	0.142122
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	17.6	0.146155
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	18.1	0.147967
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	18.6	0.148165
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	19.2	0.149449
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	19.7	0.149626
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	20.2	0.148633
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	20.7	0.149595
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	21.2	0.148266
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	21.7	0.146653
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	22.2	0.147173
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	22.7	0.148539
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	23.2	0.148831
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	23.7	0.150064
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	24.2	0.151295
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	24.7	0.150551
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	25.2	0.15206
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	25.7	0.152286
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	26.2	0.15193
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	26.7	0.149714
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	27.2	0.147594
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	27.7	0.149645
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	28.2	0.152555
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	28.7	0.159235
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	29.2	0.16163
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	29.7	0.163357
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	30.2	0.163234
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	30.7	0.163999
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	31.2	0.163148
R.S.3	ID953	Carbon	L-Arabitol	F6	sample_plate	31.7	0.163352
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	0.0	0.103526
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	0.5	0.10752
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	1.0	0.107075
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	1.5	0.110498
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	2.0	0.116196
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	2.5	0.124393
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	3.0	0.132918
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	3.5	0.14163
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	4.0	0.149271
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	4.5	0.1559
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	5.0	0.164762
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	5.5	0.174708
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	6.0	0.189063
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	6.6	0.207461
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	7.1	0.230929
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	7.6	0.258271
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	8.1	0.284971
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	8.6	0.346422
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	9.1	0.411492
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	9.6	0.444355
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	10.1	0.448345
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	10.6	0.464668
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	11.1	0.469229
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	11.6	0.500042
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	12.1	0.516309
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	12.6	0.524703
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	13.1	0.537572
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	13.6	0.557915
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	14.1	0.563963
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	14.6	0.571023
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	15.1	0.574692
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	15.6	0.577044
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	16.1	0.588478
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	16.6	0.593231
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	17.1	0.598421
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	17.6	0.601028
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	18.1	0.605199
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	18.6	0.614721
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	19.2	0.619816
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	19.7	0.621545
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	20.2	0.623425
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	20.7	0.625721
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	21.2	0.629968
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	21.7	0.634158
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	22.2	0.639102
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	22.7	0.638261
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	23.2	0.638493
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	23.7	0.644285
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	24.2	0.647858
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	24.7	0.648241
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	25.2	0.650028
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	25.7	0.657068
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	26.2	0.661264
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	26.7	0.656207
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	27.2	0.661725
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	27.7	0.670484
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	28.2	0.668795
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	28.7	0.674977
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	29.2	0.678343
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	29.7	0.675812
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	30.2	0.68271
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	30.7	0.688584
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	31.2	0.692638
R.S.3	ID953	Carbon	D-Glucosamine	F7	sample_plate	31.7	0.690845
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	0.0	0.104587
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	0.5	0.103489
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	1.0	0.0985772
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	1.5	0.100522
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	2.0	0.103143
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	2.5	0.109097
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	3.0	0.113587
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	3.5	0.117462
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	4.0	0.119701
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	4.5	0.123376
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	5.0	0.125484
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	5.5	0.126266
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	6.0	0.126664
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	6.6	0.127803
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	7.1	0.129369
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	7.6	0.130369
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	8.1	0.131952
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	8.6	0.13149
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	9.1	0.129937
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	9.6	0.129741
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	10.1	0.130847
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	10.6	0.131675
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	11.1	0.132521
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	11.6	0.134416
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	12.1	0.135134
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	12.6	0.135593
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	13.1	0.136799
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	13.6	0.137902
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	14.1	0.138718
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	14.6	0.138651
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	15.1	0.139192
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	15.6	0.140057
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	16.1	0.140869
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	16.6	0.141277
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	17.1	0.143773
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	17.6	0.147099
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	18.1	0.147285
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	18.6	0.146332
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	19.2	0.146487
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	19.7	0.146284
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	20.2	0.146348
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	20.7	0.14716
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	21.2	0.145587
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	21.7	0.144795
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	22.2	0.146641
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	22.7	0.148853
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	23.2	0.148501
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	23.7	0.149458
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	24.2	0.15003
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	24.7	0.149186
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	25.2	0.149908
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	25.7	0.150094
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	26.2	0.149483
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	26.7	0.14852
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	27.2	0.147699
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	27.7	0.150968
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	28.2	0.15368
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	28.7	0.15839
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	29.2	0.158814
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	29.7	0.159001
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	30.2	0.158543
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	30.7	0.158391
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	31.2	0.158517
R.S.3	ID953	Carbon	L-Phenylalanine	F8	sample_plate	31.7	0.16062
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	0.0	0.101335
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	0.5	0.102555
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	1.0	0.0997837
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	1.5	0.0999161
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	2.0	0.103628
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	2.5	0.109873
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	3.0	0.112739
R.S.3	ID953	Carbon	D-Glutamic Acid	F9	sample_plate	3.5	0.113644
